rank,trail_name,location,breadcrumbs,difficulty,rating,num_reviews,route_type,length,high,low,gmaps_link,description,photo
185,"
        Killarney Creek Trail
    ","Bowen Island, BC","Vancouver Coast and Mountains,Bowen Island",Easy,4.0,1,Point to Point,1.2,"
    39","
    30","https://maps.google.com/?daddr=49.385333,-123.339865","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
186,"
        Crazy 8
    ","Maple Ridge, BC","Vancouver Coast and Mountains,Vancouver Metro,Red Mountain",Difficult,4.0,1,Point to Point,1.6,"
    537","
    349","https://maps.google.com/?daddr=49.208642,-122.336474","<div class=""mb-1"">
        Very steep, winding, singletrack through beautiful forested areas. <br>
<br>
If you are heading up this, expect a steep climb. If heading downhill, be prepared for the drop. If your thighs aren't used to some solid downhill pounding, this could be a trail you end up walking down. Guessing this was designed for mountain bikers to bomb down.
    </div>",
187,"
        John Deer Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Mount Seymour",Intermediate,4.0,1,Point to Point,1.2,"
    403","
    235","https://maps.google.com/?daddr=49.327997,-122.984007","<div class=""mb-1"">Expect mountain bikes on this trail!</div>",
198,"
        Bailey's Chute/West Lake Loop
    ","Williams Lake, BC","Cariboo, Chilcotin Coast,Wells Gray Provincial Park",Easy/Intermediate,4.0,1,Loop,5.5,"
    680","
    634","https://maps.google.com/?daddr=52.069844,-120.184156","<div class=""mb-1"">The trail passes water with extremely rapid currents and is potentially unsuitable for some pets and children.</div>",https://cdn2.apstatic.com/photos/hike/7080487_medium_1633049589.jpg
181,"
        Rigs in Zen
    ","Squamish, BC","Vancouver Coast and Mountains,Squamish,Alice Lakes & Highlands",Difficult,4.0,1,Point to Point,1.5,"
    459","
    242","https://maps.google.com/?daddr=49.766149,-123.125716","<div class=""mb-1"">
        This trail can be connected to <a href=""https://www.hikingproject.com/trail/7054891/debecks-grind"">DeBeck's Grind</a> or other trails nearby to make a loop.
    </div>",
182,"
        Great Divide Trail - Elkan Creek Alternate Route
    ","Elkford, BC",BC Rockies,Difficult,4.0,1,Point to Point,4.0,"
    1,895","
    1,719","https://maps.google.com/?daddr=50.551315,-115.073182","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",
177,"
        McConnell Lake Loop
    ","Kamloops, BC","BC Rockies,Kamloops,McConnell Lake Provincial Park",Intermediate,4.0,1,Loop,3.5,"
    1,301","
    1,294","https://maps.google.com/?daddr=50.525263,-120.460702","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.env.gov.bc.ca/bcparks/"">BC Parks</a></p>
    </div>    </div>",
179,"
        Bridle Trail
    ","Burnaby, BC","Vancouver Coast and Mountains,North Shore,Mount Seymour",Intermediate,4.0,1,Point to Point,3.6,"
    253","
    188","https://maps.google.com/?daddr=49.327119,-122.968475","<div class=""mb-1"">
        This trail follows a contour along the base of Mt. Seymour. Enjoyable to hike because it bucks the trend of other nearby trails that are fairly technical and steep. Stretch the legs!
    </div>",
192,"
        Big Red
    ","Maple Ridge, BC","Vancouver Coast and Mountains,Vancouver Metro,Red Mountain",Intermediate,4.0,1,Point to Point,1.9,"
    536","
    376","https://maps.google.com/?daddr=49.198095,-122.346517","<div class=""mb-1"">
        This trail takes you near the summit of Red Mountain to connect with <a href=""https://www.hikingproject.com/trail/7086985/crazy-8"">Crazy 8</a> (or you can take the forestry road for a more gentle grade) as part of the Red Mountain trail system. <br>
<br>
This is a moderately used, beautiful singletrack through typical BC forest.
    </div>",https://cdn2.apstatic.com/photos/hike/7063931_medium_1571433498.jpg
173,"
        Great Divide Trail - Magog Lake Campground Alternate Route
    ","Invermere, BC",BC Rockies,Intermediate,4.0,1,Point to Point,1.6,"
    2,181","
    2,147","https://maps.google.com/?daddr=50.909976,-115.620319","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",
176,"
        Great Divide Trail - Providence Pass High Alternate Route
    ","Prince George, BC",BC Rockies,Difficult,4.0,1,Point to Point,10.2,"
    1,975","
    1,486","https://maps.google.com/?daddr=53.954437,-120.103765","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",
175,"
        Armand Trail #4
    ","Duncan, BC","Vancouver Island,Mount Maxwell Provincial Park",Intermediate,4.0,1,Point to Point,2.5,"
    535","
    312","https://maps.google.com/?daddr=48.805299,-123.495256","<div class=""mb-1"">
        The trail network in Mt. Maxwell park is exceptionally well signed. The trails are denoted with numbers on the park maps, and trail markers remind users which number trail they are on at nearly all times. <br>
<br>
The highlight of this trail is a grove some old growth giants in the lower third. <br>
<br>
Expect generally uneven terrain and a couple bluffs as a view points on the way to the summit.
    </div>",
193,"
        On the Rocks
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,The West Side",Easy/Intermediate,4.0,1,Point to Point,3.8,"
    1,789","
    1,640","https://maps.google.com/?daddr=50.121326,-123.045847","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7050760_medium_1555691368.jpg
174,"
        Crouching Squirrel Hidden Monkey
    ","Squamish, BC","Vancouver Coast and Mountains,Squamish,Alice Lakes & Highlands",Difficult,4.0,1,Point to Point,1.7,"
    284","
    81","https://maps.google.com/?daddr=49.758605,-123.128384","<div class=""mb-1"">
        Climb a steep singletrack from the start. The trail levels out a little as you continue climbing to the junction with <a href=""https://www.hikingproject.com/trail/7054891/debecks-grind"">DeBeck's Grind</a>.
    </div>",
172,"
        East Canyon Trail
    ","West End, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Intermediate,4.0,1,Point to Point,0.8,"
    78","
    24","https://maps.google.com/?daddr=49.277628,-123.230136","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
167,"
        Sword Fern Trail - South
    ","Vancouver, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Easy,4.0,1,Point to Point,2.0,"
    110","
    50","https://maps.google.com/?daddr=49.241695,-123.226184","<div class=""mb-1"">
        Link this with SW Marine Trail, Salish, and Sherry Sakamoto for a fun, ~ 5k loop hike.
    </div>",
183,"
        Floppy Bunny Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Mount Fromme",Difficult,4.0,1,Unknown,0.4,"
    420","
    359","https://maps.google.com/?daddr=49.35904,-123.040412","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
169,"
        Into the Mystic
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler",Intermediate,4.0,1,Point to Point,8.5,"
    1,639","
    1,008","https://maps.google.com/?daddr=50.122421,-123.066086","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
178,"
        Pukeashun Trail
    ","Salmon Arm, BC","Cariboo, Chilcotin Coast,Wells Gray Provincial Park",Difficult,4.0,1,Point to Point,9.6,"
    2,125","
    1,104","https://maps.google.com/?daddr=51.178335,-119.401184","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7073085_medium_1600319775.jpg
165,"
        West Canyon Trail
    ","West End, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Intermediate,4.0,1,Point to Point,0.9,"
    78","
    21","https://maps.google.com/?daddr=49.271069,-123.229579","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://vancouver.ca/parks-recreation-culture.aspx"">City of Vancouver - Parks, Recreation &amp; Culture</a></p>
    </div>    </div>",
166,"
        Black Tusk/Cinder Flats Trail
    ","Whistler, BC","Vancouver Coast and Mountains,Garibaldi Provincial Park",Difficult,4.0,1,Point to Point,4.8,"
    2,207","
    1,496","https://maps.google.com/?daddr=49.946149,-123.056779","<div class=""mb-1"">
        This is a moderate one way trail to The Black Tusk in Garibaldi Provincial Park.<br>
<br>
This trail goes by <a href=""https://www.hikingproject.com/trail/7053646/garibaldi-lake"">Garibaldi Lake</a> Campground.
    </div>",
161,"
        Okanagan High Rim Trail: Segment 2 - Microwave Trail to The Monolith
    ","Vernon, BC",BC Rockies,Intermediate,4.0,1,Point to Point,8.3,"
    1,436","
    1,249","https://maps.google.com/?daddr=50.149782,-119.270228","<div class=""mb-1"">
        <ul class=""trail-sections"">
                    <li>
                <a href=""https://www.hikingproject.com/trail/7099190/okanagan-high-rim-trail"">Okanagan High Rim Trail</a>
            </li>
            </ul>
    </div>",
160,"
        Ned's Atomic Dustbin Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Lower Seymour Conservation Reserve",Difficult,4.0,1,Point to Point,1.9,"
    497","
    189","https://maps.google.com/?daddr=49.340776,-122.995388","<div class=""mb-1"">
        Highlights are the network of wood bridges and a few old-growth giants. <br>
<br>
Moderately graded, smooth and fun.
    </div>",
159,"
        Bottle Top Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Lower Seymour Conservation Reserve",Intermediate,4.0,1,Point to Point,0.8,"
    187","
    101","https://maps.google.com/?daddr=49.342298,-123.001245","<div class=""mb-1"">
        Accessible from the end of the new Seymour suspension bridge, this trail reasonably non-technical, and generally quiet. <br>
<br>
Note that it is shared use with mountain bikes, yield right of way to cyclists.
    </div>",
157,"
        Sapphire Lake Trail
    ","Nelson, BC","BC Rockies,Kokanee Glacier Provincial Park",Intermediate/Difficult,4.0,1,Point to Point,3.8,"
    2,263","
    1,956","https://maps.google.com/?daddr=49.770721,-117.190888","<div class=""mb-1"">
        After circling the east side of Kaslo Lake, one passes the large Kokanee Glacier Hut where a sign points to the trail that accesses Sapphire Lakes. The trail climbs moderately to a Enterprise pass and another fork to Tanal Lake and the Enterprise Creek watershed. Good views towards Kaslo Lake reward the hiker but are soon lost as one presses higher toward Saphire Lakes. <br>
<br>
Once out of treeline, several minor lakes appear on the right (north) of the trail which passes through giant alpine meadows before reaching the first of the Sapphire Lakes. There is an outhouse at the lower Sapphire Lake but no camping is permitted. Following the trail onward from the first lake, one will reach the second, higher, lake in a matter of minutes.
    </div>",
155,"
        WooHoo Trail
    ","West Kelowna, BC","BC Rockies,Rose Valley Regional Park",Intermediate,4.0,1,Point to Point,2.8,"
    713","
    569","https://maps.google.com/?daddr=49.889783,-119.568154","<div class=""mb-1"">
        This fun trail is primarily done down from the Red Rock/ Backside ridge. This is a great easier, rolling downhill trail from the top of Rose Valley to your vehicle parked at the elementary school. While the terrain varies from step to not so steep, obstacles are generally small and easy to navigate. There are a few short sections where the trail is steep, so use caution.<br>
<br>
The regional district has done a poor job of marking most to the trails in the park, so take your GPS and the <a href=""/mobile-app"">Hiking Project mobile app</a> with you if you can.
    </div>",
156,"
        High Note Trail
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,Whistler Bike Park",Difficult,4.0,1,Point to Point,8.0,"
    2,170","
    1,765","https://maps.google.com/?daddr=50.058908,-122.957677","<div class=""mb-1"">
        Needs summary and description.
    </div>",
154,"
        Miller Lake Trail
    ","Revelstoke, BC","BC Rockies,Mount Revelstoke National Park",Intermediate,4.0,1,Point to Point,5.7,"
    1,925","
    1,790","https://maps.google.com/?daddr=51.048289,-118.142375","<div class=""mb-1"">
        Starting from the summit of Mount Revelstoke, follow the well-marked trail to either the left or right of the lake. After winding through talus slopes, forest, and alpine meadows for a few kilometers, there is a final push up to the lake. Although cold, many hikers wade into the clear water and/or take a quick dip if the day is warm enough!<br>
<br>
Ambitious hikers can continue on the <a href=""https://www.hikingproject.com/trail/7094854/eva-lake-trail"">Eva Lake Trail</a> or <a href=""https://www.hikingproject.com/trail/7094853/jade-lake-trail"">Jade Lake Trail</a> from Miller lake via a route that takes in all three lakes in a long 20+ km day.
    </div>",
168,"
        Helmcken Falls Trail
    ","Kamloops, BC","Cariboo, Chilcotin Coast,Wells Gray Provincial Park",Easy/Intermediate,4.0,1,Point to Point,4.2,"
    819","
    752","https://maps.google.com/?daddr=51.961981,-120.134317","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.env.gov.bc.ca/bcparks/explore/parkpgs/wells_gry/"">BC Parks - Wells Gray Provincial Park</a></p>
    </div>    </div>",https://cdn2.apstatic.com/photos/hike/7053097_medium_1555697898.jpg
170,"
        Eva Lake Trail
    ","Revelstoke, BC","BC Rockies,Mount Revelstoke National Park",Easy,4.0,1,Point to Point,1.7,"
    1,954","
    1,927","https://maps.google.com/?daddr=51.074328,-118.108688","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7022289_medium_1554841082.jpg
150,"
        Chancellor Trail
    ","West End, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Easy,4.0,1,Point to Point,0.7,"
    88","
    76","https://maps.google.com/?daddr=49.271093,-123.229399","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
171,"
        Canyon Creek Trail
    ","Golden, BC","BC Rockies,Golden,Moonraker Trails Recreation Site",Difficult,4.0,1,Point to Point,4.9,"
    1,181","
    829","https://maps.google.com/?daddr=51.233227,-116.929236","<div class=""mb-1"">
        The east end of Canyon Creek Trail starts at a small parking area at the end of Canyon Creek Road in Nicholson, BC, just south of Golden, BC on Hwy 95. From the parking area, facing west into the woods, one can hear Canyon Creek to the left and there is a wide path to it—this is NOT the trail. Facing straight ahead there is a wide dirt scar up a very steep hill—this is NOT the trail. Between these two wide paths, close to the wide scar going straight up, on its left is a narrow path—this IS the trail.<br>
<br>
The trail starts by going up VERY steeply.  But this is not as bad as it seems. The steep section is short and fixed ropes are there to assist in climbing it. After reaching the top of the steep section, the trail bends right and climbs gradually in the woods. Up here, the trail is on a canyon rim with  Canyon Creek on the left (south), far below, at the canyon bottom, for the rest of this hike.<br>
<br>
The first of many canyon overlook viewpoints, is reached almost immediately, at the 0.3 mile mark. From here on, the trail continues climbing gradually along the rim's edge, sometimes in the woods, and sometimes right at the edge with open views of the canyon, surrounding mountains, and countryside. A few side trails come in on the right—stay left to continue on Canyon Creek Trail. A small bridged creek, Tallis Creek, is passed at the 0.9 mile mark.<br>
<br>
Eventually, at about the 1.8 mile mark, Canyon Creek Trail starts heading south, and after a few turns, it seems to be in the woods for good. But it pops out one last time for open canyon views at about the 2.2 mile mark, and then goes back into the woods permanently. <br>
<br>
Continuing on from this last viewpoint, the trail does keep going for another 0.8 miles to where it then ends at a dirt road. But this last stretch is narrow, with nothing much to see. The park map notes that the trail gets progressively more challenging and you may encounter mountain bikers after the last viewpoint. Being narrow and more challenging, for safety reasons, please leave this last stretch for the mountain bikers who diligently maintain this trail system.
    </div>",https://cdn2.apstatic.com/photos/hike/7063217_medium_1569036271.jpg
152,"
        Jake Lake Trail
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler",Difficult,4.0,1,Point to Point,5.4,"
    1,061","
    932","https://maps.google.com/?daddr=50.038056,-123.046359","<div class=""mb-1"">
        This trail links the <a href=""https://www.hikingproject.com/trail/7063384/westside-main-fsr"">Westside Main FSR</a> and <a href=""https://www.hikingproject.com/trail/7063386/jane-lake-fsr"">Jane Lake FSR</a> trails via some rugged singletrack. There are periodic, unique views of the Garibaldi Park mountains and Whistler Valley throughout. Expect some slow moving sections as fallen trees and rotting log bridges need to be navigated. Both lakes are somewhat seldom traveled and are resultantly peaceful and secluded. Be sure to spend some time at each!
    </div>",
151,"
        Three Chop Trail
    ","Burnaby, BC","Vancouver Coast and Mountains,North Shore,Mount Seymour",Difficult,4.0,1,Point to Point,1.8,"
    619","
    227","https://maps.google.com/?daddr=49.338078,-122.947014","<div class=""mb-1"">
        A sustained climb through varied terrain or a technical descent depending on your perspective. This makes for a nice start of a route toward Seymour's alpine area.
    </div>",
162,"
        Hermit Trail
    ","Golden, BC","BC Rockies,Glacier National Park of Canada",Difficult,4.0,1,Point to Point,3.2,"
    2,113","
    1,294","https://maps.google.com/?daddr=51.313911,-117.512782","<div class=""mb-1"">Park pass required if you are stopping in one of the parks, even for a short hike.</div>",https://cdn2.apstatic.com/photos/hike/7071839_medium_1597114919.jpg
163,"
        Clinton Trail
    ","Vancouver, BC","Vancouver Coast and Mountains,Vancouver Metro",Easy,4.0,1,Point to Point,1.5,"
    74","
    28","https://maps.google.com/?daddr=49.23525,-123.19706","<div class=""mb-1"">The Sasamat Trail Public Outhouse is located at the end of the trail where the Clinton Trail meets the Sasamat Trail.</div>",https://cdn2.apstatic.com/photos/hike/7067529_medium_1583210843.jpg
180,"
        Sandy Cove Beach
    ","Agassiz, BC","Vancouver Coast and Mountains,Chilliwack",Easy/Intermediate,4.0,1,Lollipop,4.0,"
    51","
    12","https://maps.google.com/?daddr=49.304093,-121.793281","<div class=""mb-1"">
        The path starts on an access road that takes you past the location of the original Harrison hot springs. Once on the trail proper, the first 15 minutes are a gruelling steep hike up a not very well marked path. Once you reach the top it is a meandering hike through an almost overgrown path until you get to Sandy Cove Beach. From there you can head back the way you came or do the loop around the Whippoorwill Point and back to the path.
    </div>",https://cdn2.apstatic.com/photos/hike/7079399_medium_1626303131.jpg
164,"
        Sullivan Creek Trail
    ","Creston, BC",BC Rockies,Intermediate,4.0,1,Point to Point,11.2,"
    1,830","
    884","https://maps.google.com/?daddr=49.104656,-116.431282","<div class=""mb-1"">
        Mostly following an old access road that was once used to ferry supplies to the fire tower on the summit. The trail takes a modest, winding route near Sullivan Creek.
    </div>",https://cdn2.apstatic.com/photos/hike/7077573_medium_1617231527.jpg
145,"
        Ochre Creek Trail
    ","Golden, BC","BC Rockies,Kootenay National Park",Intermediate,4.0,1,Point to Point,2.2,"
    1,533","
    1,486","https://maps.google.com/?daddr=51.191596,-116.208805","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.pc.gc.ca/en/pn-np/bc/kootenay"">Parks Canada - Kootenay National Park</a></p>
    </div>    </div>",
147,"
        Great Divide Trail - Upper Jackpine Valley Alternate Route
    ","Valemount, BC",BC Rockies,Difficult,4.0,1,Point to Point,13.0,"
    2,059","
    1,562","https://maps.google.com/?daddr=53.356173,-119.428556","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",
144,"
        Pioneer Trail
    ","West End, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Intermediate,4.0,1,Point to Point,1.3,"
    95","
    35","https://maps.google.com/?daddr=49.267676,-123.228878","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
153,"
        Moose River Route: Smoky River Crossing Alternate
    ","Valemount, BC","BC Rockies,Valemount,Mt. Robson Provincial Park",Difficult,4.0,1,Point to Point,0.7,"
    1,604","
    1,600","https://maps.google.com/?daddr=53.210457,-119.118385","<div class=""mb-1"">Crossing the Smoky River can range from easy when the water is low - ankle to calf deep, to treacherous with high water levels such as waist level or possibly higher. Water levels are usually lower by the end of August when the winter snow melt has subsided. However, even then, they will typically be lower in the morning and higher in the afternoon due to glacier melt during the day. Water levels are also higher after rains.<br>
<br>
Regardless of water level, the current is swift. Best to use trekking poles when crossing such fast flowing water.</div>",https://cdn2.apstatic.com/photos/hike/7051646_medium_1555693310.jpg
158,"
        Lord of the Squirrels
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,The West Side",Intermediate/Difficult,4.0,1,Point to Point,6.9,"
    1,698","
    1,001","https://maps.google.com/?daddr=50.106113,-123.021125","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7050759_medium_1555691367.jpg
