restaurant_name,address,rating,num_reviews,tripadvisor_rating,cost,tags,website,google_maps_link
Longtail Kitchen,"116-810 Quayside Dr, New Westminster, British Columbia V3M 6B9 Canada",4.0 of 5 bubbles,56,"#16, of 189 Restaurants in New Westminster",$$ - $$$,"Asian,Thai,Vegetarian Friendly",,
Taqueria Playa Tropical,"334 Sixth St, New Westminster, British Columbia V3L 3A8 Canada",4.0 of 5 bubbles,180,"#11, of 189 Restaurants in New Westminster",$$ - $$$,"Mexican,Latin,Vegetarian Friendly",,
Burger Heaven Restaurant,"77 Tenth St, New Westminster, British Columbia V3M 3X4 Canada",4.0 of 5 bubbles,178,"#10, of 189 Restaurants in New Westminster",$$ - $$$,"American,Diner,Canadian",,
Old Spaghetti Factory Restaurant,"50 Eighth St, New Westminster, British Columbia V3M 3N8 Canada",4.0 of 5 bubbles,306,"#6, of 189 Restaurants in New Westminster",$$ - $$$,"Italian,Canadian,Vegetarian Friendly",,
Thai New West,"424 Columbia St E, New Westminster, British Columbia V3L 3W9 Canada",4.5 of 5 bubbles,129,"#7, of 189 Restaurants in New Westminster",$$ - $$$,"Asian,Thai,Vegetarian Friendly",,
El Santo,"680 Columbia St, New Westminster, British Columbia V3M 1A9 Canada",4.5 of 5 bubbles,256,"#4, of 189 Restaurants in New Westminster",$$ - $$$,"Mexican,Latin,Vegetarian Friendly",,
Taverna Greka Restaurant,"326 Columbia St, New Westminster, British Columbia V3L 1A6 Canada",4.5 of 5 bubbles,235,"#5, of 189 Restaurants in New Westminster",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly",,
Piva Modern Italian,"787 Columbia St, New Westminster, British Columbia V3M 1B6 Canada",4.0 of 5 bubbles,136,"#9, of 189 Restaurants in New Westminster",$$ - $$$,"Italian,Vegetarian Friendly,Vegan Options",,
Wild Thyme Restaurant,"705 Twelfth St New Westminster, BC, New Westminster, British Columbia V3M 4J7 Canada",4.5 of 5 bubbles,114,"#3, of 189 Restaurants in New Westminster",$,"Lebanese,Mediterranean,Middle Eastern",,
The Old Bavaria Haus Restaurant,"233 Sixth St, New Westminster, British Columbia V3L 3A5 Canada",4.0 of 5 bubbles,278,"#8, of 189 Restaurants in New Westminster",$$ - $$$,"German,European,Central European",,
Cockney Kings Fish & Chips,"1005 Columbia St Suite 109, New Westminster, British Columbia V3M 6H5 Canada",4.5 of 5 bubbles,362,"#2, of 189 Restaurants in New Westminster",$$ - $$$,"Seafood,British,Canadian",,
Big Smoke BBQ & Alehouse Inc.,"22641 Lougheed Hwy, Maple Ridge, British Columbia V2X 2V4 Canada",3.5 of 5 bubbles,99,"#28, of 125 Restaurants in Maple Ridge",$$ - $$$,"Bar,Barbecue,Canadian",,
Angelina's,"810 Quayside Drive Unit 122, New Westminster, British Columbia V3M 6B9 Canada",4.5 of 5 bubbles,327,"#1, of 189 Restaurants in New Westminster",$$ - $$$,"Dutch,Cafe,Canadian",,
The Great Mongolian BBQ,"22709 Lougheed Hwy Unit 460, Maple Ridge, British Columbia V2X 0T5 Canada",4.0 of 5 bubbles,24,"#27, of 125 Restaurants in Maple Ridge",$$ - $$$,"Asian,Mongolian,Vegetarian Friendly",,
Big Daddy's Pizza & Bbq,"22709 Lougheed Hwy #640, Maple Ridge, British Columbia V2X 2V5 Canada",4.0 of 5 bubbles,31,"#26, of 125 Restaurants in Maple Ridge",$$ - $$$,"Pizza,Barbecue,Canadian",,
Jmk Mahal Restaurant,"101-11968 223 St, Maple Ridge, British Columbia V2X 5Y5 Canada",4.5 of 5 bubbles,22,"#25, of 125 Restaurants in Maple Ridge",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options",,
Maple Sushi,"22282 Dewdney Trunk Rd, Maple Ridge, British Columbia V2X 3H9 Canada",4.5 of 5 bubbles,20,"#23, of 125 Restaurants in Maple Ridge",$$ - $$$,"Japanese,Sushi,Asian",,
Ridge Brewing,"22826 Dewdney Trunk Rd, Maple Ridge, British Columbia V2X 7Y3 Canada",4.5 of 5 bubbles,17,"#24, of 125 Restaurants in Maple Ridge",$$ - $$$,Canadian,,
Halu Sushi Restaurant,"20395 Lougheed Hwy Suite 560, Maple Ridge, British Columbia V2X 2P9 Canada",4.5 of 5 bubbles,20,"#22, of 125 Restaurants in Maple Ridge",$$ - $$$,"Japanese,Sushi,Asian",,
Sushi Umibe,"11955 207 St Suite 1, Maple Ridge, British Columbia V2X 1X6 Canada",4.5 of 5 bubbles,19,"#21, of 125 Restaurants in Maple Ridge",$$ - $$$,"Japanese,Sushi,Asian",,
Aburiya Sushi,"Dewdney Trunk Road, Maple Ridge, British Columbia V2X 3J9 Canada",4.5 of 5 bubbles,33,"#19, of 125 Restaurants in Maple Ridge",$$ - $$$,"Japanese,Sushi,Asian",,
Austin Fish & Chips,"690-22709 Lougheed Hwy Suite 690, Maple Ridge, British Columbia V2X 2V5 Canada",4.0 of 5 bubbles,35,"#20, of 125 Restaurants in Maple Ridge",$,"Seafood,Canadian",,
Browns Socialhouse Maple Ridge,"20490 Lougheed Hwy, Maple Ridge, British Columbia V2X 2P8 Canada",4.0 of 5 bubbles,96,"#18, of 125 Restaurants in Maple Ridge",$$ - $$$,"American,Bar,Pub",,
Pyrgos Taverna,"22570 Lougheed Hwy, Maple Ridge, British Columbia V2X 2V1 Canada",4.0 of 5 bubbles,51,"#16, of 125 Restaurants in Maple Ridge",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly",,
Wendel's Bookstore & Cafe,"103 –9233 Glover Road, Fort Langley, British Columbia V1M 2S5 Canada",4.5 of 5 bubbles,372,"#2, of 15 Restaurants in Fort Langley",$$ - $$$,"Quick Bites,Cafe,Canadian",,
Jimmy's Lunchbox,"22504 Lougheed Hwy On corner of Lougheed Highway and 225 Street, Maple Ridge, British Columbia V2X 2V1 Canada",4.5 of 5 bubbles,32,"#17, of 125 Restaurants in Maple Ridge",$$ - $$$,"Cafe,Canadian,Vegetarian Friendly",,
Pho Song Vietnamese Cuisine,"22334 Lougheed Hwy, Maple Ridge, British Columbia V2X 2T4 Canada",4.5 of 5 bubbles,45,"#15, of 125 Restaurants in Maple Ridge",$,"Asian,Vietnamese,Soups",,
Beatniks Bistro,"9194 Glover Road, Fort Langley, Fort Langley, British Columbia Canada",4.5 of 5 bubbles,469,"#1, of 15 Restaurants in Fort Langley",$$ - $$$,"Canadian,Vegetarian Friendly,Vegan Options",,
Townhall Public House Maple Ridge,"206-20690 Lougheed Hwy, Maple Ridge, British Columbia V2X 2P8 Canada",4.0 of 5 bubbles,135,"#13, of 125 Restaurants in Maple Ridge",$$ - $$$,"American,Bar,Gastropub",,
Kingfishers Waterfront Bar and Grill,"23840 River Rd, Maple Ridge, British Columbia V2W 1B7 Canada",3.5 of 5 bubbles,268,"#11, of 125 Restaurants in Maple Ridge",$$ - $$$,"Bar,Grill,Gastropub",,
Il Corsaro,"22370 Dewdney Trunk Rd, Maple Ridge, British Columbia V2X 3J2 Canada",4.5 of 5 bubbles,56,"#14, of 125 Restaurants in Maple Ridge",$$ - $$$,"Italian,Vegetarian Friendly",,
Humble Roots Cafe & Deli,"13179 224th Street, Maple Ridge, British Columbia V4R 2P6 Canada",4.0 of 5 bubbles,53,"#10, of 125 Restaurants in Maple Ridge",$$ - $$$,"Cafe,Canadian,Soups",,
Home Restaurant,"21667 Lougheed Hwy, Maple Ridge, British Columbia V2X 2S2 Canada",4.0 of 5 bubbles,137,"#7, of 125 Restaurants in Maple Ridge",$$ - $$$,"American,Diner,Canadian",,
Shinobi Sushi,"11867 224 St, Maple Ridge, British Columbia V2X 6B1 Canada",4.5 of 5 bubbles,154,"#6, of 125 Restaurants in Maple Ridge",$$ - $$$,"Japanese,Sushi,Asian",,
Chameleon,"11965 224 St, Maple Ridge, British Columbia V2X 6B4 Canada",4.0 of 5 bubbles,190,"#8, of 125 Restaurants in Maple Ridge",$$ - $$$,"American,Canadian,Vegetarian Friendly",,
The Keg Steakhouse + Bar - Maple Ridge,"20640 Dewdney Trunk Rd, Maple Ridge, British Columbia V2X 3E5 Canada",4.0 of 5 bubbles,120,"#12, of 125 Restaurants in Maple Ridge",$$ - $$$,"American,Steakhouse,Canadian",,
Ban Chok Dee Thai Restaurant-Maple Ridge,"20395 Lougheed Hwy, #400, Maple Ridge, British Columbia V2X 2P9 Canada",4.5 of 5 bubbles,57,"#9, of 125 Restaurants in Maple Ridge",$$ - $$$,"Asian,Thai,Vegetarian Friendly",,
Billy Miner Alehouse & Cafe,"22355 River Rd, Maple Ridge, British Columbia V2X 2C5 Canada",4.0 of 5 bubbles,342,"#4, of 125 Restaurants in Maple Ridge",$$ - $$$,"Bar,Pizza,Pub",,
Smile Thai Cuisine,"22624 Lougheed Hwy, Maple Ridge, British Columbia V2X 2V3 Canada",4.0 of 5 bubbles,176,"#5, of 125 Restaurants in Maple Ridge",$$ - $$$,"Asian,Thai,Vegetarian Friendly",,
Rancher's Restaurant,"53560 Bridal Falls Rd, Rosedale, Chilliwack, British Columbia V0X 1X1 Canada",4.0 of 5 bubbles,61,"#1, of 3 Restaurants in Rosedale",$$ - $$$,"Diner,Canadian,Vegetarian Friendly",,
Hugo's Mexican Food,"5688 Vedder Rd, Chilliwack, British Columbia V2R 3N3 Canada",4.0 of 5 bubbles,86,"#26, of 171 Restaurants in Chilliwack",$,"Mexican,Vegetarian Friendly",,
Hana Sushi,"45300 Luckakuck Way, Chilliwack, British Columbia V2R 3C7 Canada",4.0 of 5 bubbles,58,"#28, of 171 Restaurants in Chilliwack",$$ - $$$,"Japanese,Sushi,Asian",,
Coconut Thai Restaurant Inc,"#6-7355 Vedder Road, Chilliwack, British Columbia V2R 1S6 Canada",4.5 of 5 bubbles,75,"#27, of 171 Restaurants in Chilliwack",$$ - $$$,"Asian,Thai,Vegetarian Friendly",,
Bozzini's Restaurant,"45739 Hocking Ave B.c., Chilliwack, British Columbia V2P 6Z6 Canada",4.0 of 5 bubbles,188,"#25, of 171 Restaurants in Chilliwack",$$ - $$$,"Italian,Pizza,Canadian",,
Curly Kale Eatery,"5669 Vedder Rd, Chilliwack, British Columbia V2R 3N5 Canada",4.5 of 5 bubbles,38,"#29, of 171 Restaurants in Chilliwack",$$ - $$$,"Cafe,Canadian,Vegetarian Friendly",,
GM Restaurant,"20726 Lougheed Hwy, Maple Ridge, British Columbia V2X 2R1 Canada",4.5 of 5 bubbles,245,"#3, of 125 Restaurants in Maple Ridge",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options",,
Black Sheep Public House,"12968 232 St, Maple Ridge, British Columbia V2X 6V2 Canada",4.0 of 5 bubbles,405,"#2, of 125 Restaurants in Maple Ridge",$$ - $$$,"Bar,Pub,Canadian",,
Capital Restaurant,"45766 Kipp Ave, Chilliwack, British Columbia V2P 1Y4 Canada",4.0 of 5 bubbles,175,"#24, of 171 Restaurants in Chilliwack",$$ - $$$,"Chinese,Asian,Cantonese",,
Gon Sushi,"23-5725 Vedder Rd, Chilliwack, British Columbia V2R 3N4 Canada",4.5 of 5 bubbles,44,"#21, of 171 Restaurants in Chilliwack",$$ - $$$,"Japanese,Sushi,Asian",,
Garrison Bistro,"6-45555 Market Way, Chilliwack, British Columbia V2R 0M5 Canada",4.0 of 5 bubbles,146,"#19, of 171 Restaurants in Chilliwack",$$ - $$$,"Bar,Canadian,Vegetarian Friendly",,
Jimmy J's Grill,"8559 Young Rd, Chilliwack, British Columbia V2P 4P2 Canada",4.0 of 5 bubbles,128,"#20, of 171 Restaurants in Chilliwack",$$ - $$$,"American,Canadian,Vegetarian Friendly",,
The Rendezvous,"9360 Young Rd, Chilliwack, British Columbia V2P 4S4 Canada",4.0 of 5 bubbles,94,"#22, of 171 Restaurants in Chilliwack",$$ - $$$,"Mediterranean,Greek,Canadian",,
Maru Sushi,"1-4550 Market Way, Chilliwack, British Columbia Canada",4.5 of 5 bubbles,70,"#17, of 171 Restaurants in Chilliwack",$$ - $$$,"Japanese,Sushi,Asian",,
Alicia's Flavours,"200-45428 Luckakuck Way, Chilliwack, British Columbia V2R 3S9 Canada",4.5 of 5 bubbles,41,"#23, of 171 Restaurants in Chilliwack",$$ - $$$,"Mexican,Vegetarian Friendly,Vegan Options",,
Chilies Thai Cuisine,"46212 Yale Rd, Chilliwack, British Columbia V2P 2P3 Canada",4.5 of 5 bubbles,99,"#18, of 171 Restaurants in Chilliwack",$$ - $$$,"Asian,Thai,Vegetarian Friendly",,
Browns Socialhouse Eagle Landing,"500-8236 Eagle Landing Pky, Chilliwack, British Columbia V2R 0R5 Canada",4.0 of 5 bubbles,131,"#16, of 171 Restaurants in Chilliwack",$$ - $$$,"Bar,Canadian,Vegetarian Friendly",,
Corner Nook Cafe,"9020 Young Rd # 6, Chilliwack, British Columbia V2P 4R8 Canada",4.5 of 5 bubbles,84,"#14, of 171 Restaurants in Chilliwack",$,"Cafe,Diner,Canadian",,
Bubba's Big Bites,"101-5885 Vedder Rd Grace Plaza, Chilliwack, British Columbia V2R 1C3 Canada",4.5 of 5 bubbles,56,"#12, of 171 Restaurants in Chilliwack",$,"American,Canadian,Soups",,
Chilliwack Airport Restaurant,"46244 Airport Rd, Chilliwack, British Columbia V2P 1A5 Canada",4.0 of 5 bubbles,194,"#11, of 171 Restaurants in Chilliwack",$$ - $$$,"American,Cafe,Diner",,
The Little Beetle Bistro,"44489 South Sumas Rd, Chilliwack, British Columbia V2R 4B7 Canada",4.5 of 5 bubbles,103,"#10, of 171 Restaurants in Chilliwack",$$ - $$$,"Cafe,Canadian,Soups",,
Frankie's Italian Kitchen & Bar Chilliwack,"7350 Vedder Rd, Chilliwack, British Columbia V2R 4E4 Canada",4.0 of 5 bubbles,227,"#8, of 171 Restaurants in Chilliwack",$$ - $$$,"Italian,Canadian,Vegetarian Friendly",,
Earls,"45585 Luckakuck Way, Chilliwack, British Columbia V2R 1A1 Canada",4.0 of 5 bubbles,261,"#13, of 171 Restaurants in Chilliwack",$$ - $$$,"American,Bar,Canadian",,
Prestons Chilliwack,"45920 First Ave Inside the Coast Chilliwack Hotel, Chilliwack, British Columbia V2P 7K1 Canada",4.0 of 5 bubbles,215,"#15, of 171 Restaurants in Chilliwack",$$ - $$$,"Fusion,Canadian,Vegetarian Friendly",,
Fiesta Loca Restaurant,"26-5725 Vedder Rd, Chilliwack, British Columbia V2R 3N4 Canada",4.5 of 5 bubbles,120,"#9, of 171 Restaurants in Chilliwack",$$ - $$$,"Mexican,Vegetarian Friendly,Vegan Options",,
Bravo Restaurant & Lounge,"46224 Yale Rd, Chilliwack, British Columbia V2P 2P3 Canada",4.5 of 5 bubbles,222,"#5, of 171 Restaurants in Chilliwack",$$$$,"International,Canadian,Vegetarian Friendly",,
Vita Bella Bistro,"45355 Luckakuck Way, Chilliwack, British Columbia V2R 3C7 Canada",4.5 of 5 bubbles,228,"#7, of 171 Restaurants in Chilliwack",$$ - $$$,"Italian,Vegetarian Friendly,Vegan Options",,
Pho Galaxy Restaurant,"45863 Yale Road West #104, Chilliwack, British Columbia V2P 2N6 Canada",4.5 of 5 bubbles,263,"#6, of 171 Restaurants in Chilliwack",$,"Asian,Vietnamese,Soups",,
Greek Islands Restaurant II,"45781 Hocking Ave, Chilliwack, British Columbia V2P 1B5 Canada",4.5 of 5 bubbles,533,"#4, of 171 Restaurants in Chilliwack",$$ - $$$,"Mediterranean,Greek,Canadian",,
The Yellow Deli,"45859 Yale Rd, Chilliwack, British Columbia V2P 2N6 Canada",4.5 of 5 bubbles,335,"#3, of 171 Restaurants in Chilliwack",$$ - $$$,"Cafe,Canadian,Soups",,
Cookie's Grill,"A3-44335 Yale Rd, Chilliwack, British Columbia V2R 4H2 Canada",4.5 of 5 bubbles,468,"#2, of 171 Restaurants in Chilliwack",$$ - $$$,"American,Diner,Canadian",,
Shandhar Hut Indian Cuisine,"8835 Young Rd, Chilliwack, British Columbia V2P 4P6 Canada",4.5 of 5 bubbles,675,"#1, of 171 Restaurants in Chilliwack",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options",,
21 Steps Kitchen & Bar,"10-4433 Sundial Pl, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,"1,839","#28, of 133 Restaurants in Whistler",$$ - $$$,"Canadian,Vegetarian Friendly,Vegan Options",,
The Southside Diner,"2102 Lake Placid Rd, Whistler, British Columbia V8E 0N6 Canada",4.5 of 5 bubbles,434,"#27, of 133 Restaurants in Whistler",$,"American,Cafe,Diner",,
Tandoori Grill Indian Cuisine,"4368 Main St #201, Whistler, British Columbia V8E 1B6 Canada",4.5 of 5 bubbles,526,"#24, of 133 Restaurants in Whistler",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options",,
SIDECUT Steakhouse,"4591 Blackcomb Way, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,607,"#26, of 133 Restaurants in Whistler",$$$$,"American,Steakhouse,Canadian",,
Christine’s on Blackcomb,"4545 Blackcomb Way, Whistler, British Columbia V8E 0X9 Canada",4.5 of 5 bubbles,300,"#25, of 133 Restaurants in Whistler",$$ - $$$,"International,Vegetarian Friendly,Vegan Options",,
Splitz Grill,"4369 Main St Alpenglow Hotel, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,812,"#21, of 133 Restaurants in Whistler",$,"American,Fast food,Grill",,
Nagomi Sushi,"108-4557 Blackcomb Way, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,380,"#22, of 133 Restaurants in Whistler",$$ - $$$,"Japanese,Sushi,Asian",,
Dubh Linn Gate Irish Pub,"4320 Sundial Pl Pan Pacific Whistler Mountainside, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,"2,390","#20, of 133 Restaurants in Whistler",$$ - $$$,"Irish,Bar,Pub",,
Grill & Vine,"4090 Whistler Way, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,418,"#23, of 133 Restaurants in Whistler",$$ - $$$,"Pizza,Seafood,Grill",,
Crepe Montagne,"116-4368 Main St, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,"1,057","#17, of 133 Restaurants in Whistler",$$ - $$$,"French,Cafe,European",,
Alta Bistro,"Unit 104 4319 Main Street, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,739,"#18, of 133 Restaurants in Whistler",$$$$,"French,European,Contemporary",,
Sachi Sushi,"106-4359 Main St, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,437,"#16, of 133 Restaurants in Whistler",$$ - $$$,"Japanese,Sushi,Asian",,
Elements,"102/B-4359 Main St Summit Lodge Boutique Hotel, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,"1,199","#14, of 133 Restaurants in Whistler",$$ - $$$,"Healthy,Canadian,Vegetarian Friendly",,
Pasta Lupino Gourmet Whistler,"4368 Main St, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,758,"#15, of 133 Restaurants in Whistler",$$ - $$$,"Italian,Vegetarian Friendly,Vegan Options",,
Tacos La Cantina,"129-4340 Lorimer Rd, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,582,"#19, of 133 Restaurants in Whistler",$,"Quick Bites,Mexican,Latin",,
Il Caminetto,"4242 Village Stroll, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,328,"#12, of 133 Restaurants in Whistler",$$$$,"Italian,Tuscan,Central-Italian",,
The Grill Room,"4599 Chateau Blvd, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,316,"#11, of 133 Restaurants in Whistler",$$$$,"Steakhouse,Grill,Canadian",,
The Wildflower,"4599 Chateau Blvd, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,480,"#10, of 133 Restaurants in Whistler",$$$$,"Canadian,Vegetarian Friendly,Vegan Options",,
Araxi Restaurant & Oyster Bar,"110-4222 Village Square Blackcomb Lodge, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,"2,615","#7, of 133 Restaurants in Whistler",$$$$,"Canadian,Vegetarian Friendly,Vegan Options",,
Caramba Restaurant,"12-4314 Main St, Whistler, British Columbia V0N 1B4 Canada",4.0 of 5 bubbles,"1,197","#13, of 133 Restaurants in Whistler",$$ - $$$,"Italian,Pizza,Mediterranean",,
The Mexican Corner Restaurant,"12-4340 Sundial Cresent, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,"1,915","#6, of 133 Restaurants in Whistler",$$ - $$$,"Mexican,Latin,Vegetarian Friendly",,
Cows,"4314 Main St Unit #1, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,660,"#8, of 133 Restaurants in Whistler",$,,,
Bar Oso,"9-4222 Village Square Blackcomb Lodge, Whistler, British Columbia V0N 1B4 Canada",4.5 of 5 bubbles,423,"#9, of 133 Restaurants in Whistler",$$ - $$$,"Spanish,Vegetarian Friendly,Gluten Free Options",,
Quattro At Whistler,"4319 Main St, Whistler, British Columbia V8E 1B1 Canada",4.5 of 5 bubbles,586,"#5, of 133 Restaurants in Whistler",$$$$,"Italian,European,Tuscan",,
Creekbread,"2021 Karen Crescent, Whistler, British Columbia V0N 1B2 Canada",4.5 of 5 bubbles,812,"#4, of 133 Restaurants in Whistler",$$ - $$$,"Pizza,Canadian,Vegetarian Friendly",,
Basalt Wine And Salumeria,"13-4154 Village Green, Whistler, British Columbia V8E 1H1 Canada",4.5 of 5 bubbles,747,"#3, of 133 Restaurants in Whistler",$$ - $$$,"Contemporary,Wine Bar,Canadian",,
Rimrock Cafe,"2117 Whistler Rd, Whistler, British Columbia V8E 0A6 Canada",4.5 of 5 bubbles,"1,805","#2, of 133 Restaurants in Whistler",$$$$,"Seafood,Canadian,Vegetarian Friendly",,
Match Eatery & Public House,"4900 Anderson Way, Vernon, British Columbia V1T 9V2 Canada",3.5 of 5 bubbles,162,"#30, of 113 Restaurants in Vernon",$$ - $$$,"American,Bar,Pub",,
D J's Perogie Kitchen,"4409 29 St, Vernon, British Columbia V1T 5B7 Canada",4.5 of 5 bubbles,49,"#29, of 113 Restaurants in Vernon",$$ - $$$,"Eastern European,Ukrainian",,
C-Lovers Fish & Chips,"2501 53 Ave, Vernon, British Columbia V1T 8G6 Canada",4.0 of 5 bubbles,96,"#26, of 113 Restaurants in Vernon",$$ - $$$,"Seafood,Canadian",,
Pallino's,"301 Village Centre Pl Predator Ridge Resort, Vernon, British Columbia V1H 1T2 Canada",4.0 of 5 bubbles,59,"#27, of 113 Restaurants in Vernon",$$ - $$$,"Italian,Pizza,Canadian",,
Sushi Kawa,"3107 32 St, Vernon, British Columbia V1T 5M6 Canada",4.0 of 5 bubbles,108,"#23, of 113 Restaurants in Vernon",$$ - $$$,"Japanese,Sushi,Asian",,
Mahoroba Japanese Restaurant,"2921 30 Ave, Vernon, British Columbia V1T 2B8 Canada",4.5 of 5 bubbles,67,"#22, of 113 Restaurants in Vernon",$$ - $$$,"Japanese,Sushi,Asian",,
Hot Spot on 6,"2601 Highway 6 Suite 1, Vernon, British Columbia V1T 5G4 Canada",4.5 of 5 bubbles,36,"#25, of 113 Restaurants in Vernon",$$ - $$$,"Mediterranean,Greek,Canadian",,
Kal's Naan Stop,"3603 B 32nd street, Vernon, British Columbia V1T 5N5 Canada",4.5 of 5 bubbles,69,"#21, of 113 Restaurants in Vernon",$$ - $$$,"Indian,Pizza,Vegetarian Friendly",,
Bourbon St Bar & Grill,"4411 32 St, Vernon, British Columbia V1T 9G8 Canada",4.0 of 5 bubbles,123,"#20, of 113 Restaurants in Vernon",$$ - $$$,"Cajun & Creole,Bar,Canadian",,
Suda Restaurant,"3415 30 Ave, Vernon, British Columbia V1T 2E3 Canada",4.5 of 5 bubbles,56,"#19, of 113 Restaurants in Vernon",$$ - $$$,"Asian,Korean,Vegetarian Friendly",,
Peakfine,"888 Sparkling Pl Sparlkling Hill Resort, Vernon, British Columbia V1H 2K7 Canada",3.5 of 5 bubbles,253,"#24, of 113 Restaurants in Vernon",$$$$,"Canadian,Gluten Free Options",,
Dorians Greek Taverna,"3224 30 Ave, Vernon, British Columbia V1T 2C5 Canada",4.0 of 5 bubbles,149,"#18, of 113 Restaurants in Vernon",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly",,
Lunch Matters Breakfast Too,"2908 32 St, Vernon, British Columbia V1T 5M1 Canada",4.5 of 5 bubbles,59,"#17, of 113 Restaurants in Vernon",$,"Cafe,Diner,Canadian",,
Wasabi Japanese Restaurant,"114-5100 Anderson Way, Vernon, British Columbia V1T 9V2 Canada",4.5 of 5 bubbles,103,"#15, of 113 Restaurants in Vernon",$$ - $$$,"Japanese,Sushi,Asian",,
Sir Winston's Pub,"2705 32 St, Vernon, British Columbia V1T 5L5 Canada",4.0 of 5 bubbles,199,"#13, of 113 Restaurants in Vernon",$$ - $$$,"American,Bar,Contemporary",,
Los Huesos Restaurant,"2918 30 Ave, Vernon, British Columbia V1T 2B7 Canada",4.5 of 5 bubbles,196,"#12, of 113 Restaurants in Vernon",$$ - $$$,"Mexican,Latin,Vegetarian Friendly",,
Browns Socialhouse,"4900 27 St Unit 100, Vernon, British Columbia V1T 7G7 Canada",4.0 of 5 bubbles,193,"#11, of 113 Restaurants in Vernon",$$ - $$$,"Bar,Canadian,Vegetarian Friendly",,
Kawakubo,"3315 30th Ave, Vernon, British Columbia V1T 2C9 Canada",4.5 of 5 bubbles,112,"#9, of 113 Restaurants in Vernon",$$ - $$$,"Japanese,Sushi,Asian",,
Diner on Six,"2511 Highway 6, Vernon, British Columbia V1T 5G4 Canada",4.5 of 5 bubbles,140,"#10, of 113 Restaurants in Vernon",$,"American,Cafe,Diner",,
Pho Fusion,"5100 Anderson Way, Vernon, British Columbia V1T 9V2 Canada",4.0 of 5 bubbles,123,"#16, of 113 Restaurants in Vernon",$$ - $$$,"Asian,Vietnamese,Vegetarian Friendly",,
The Med,"2915 30 Ave, Vernon, British Columbia V1T 2B8 Canada",4.0 of 5 bubbles,121,"#14, of 113 Restaurants in Vernon",$$ - $$$,"International,Mediterranean,Canadian",,
Rosalinda's,"2810 33 St 2810 - 33rd Street, V1T 5S5, Vernon, Okanagan Valley, British Columbia, Vernon, British Columbia V1T 5S5 Canada",4.5 of 5 bubbles,143,"#8, of 113 Restaurants in Vernon",$,"Cafe,Grill,Diner",,
Midtown Bistro,"3024 30th Ave, Vernon, British Columbia V1T 2B9 Canada",4.5 of 5 bubbles,161,"#7, of 113 Restaurants in Vernon",$$ - $$$,"Healthy,Canadian,Vegetarian Friendly",,
Fresh Lemongrass Restaurant,"3107 48 Ave, Vernon, British Columbia V1T 3R5 Canada",4.5 of 5 bubbles,321,"#5, of 113 Restaurants in Vernon",$$ - $$$,"Asian,Vietnamese,Vegetarian Friendly",,
The Phoenix Steakhouse,"3117 30 Ave, Vernon, British Columbia V1T 2C4 Canada",4.5 of 5 bubbles,353,"#6, of 113 Restaurants in Vernon",$$ - $$$,"Steakhouse,International,Canadian",,
Station BBQ Smokehouse,"3131 - 29th Street Unit 101, Vernon, British Columbia V1T 5A8 Canada",4.5 of 5 bubbles,558,"#4, of 113 Restaurants in Vernon",$$ - $$$,"American,Southwestern,Barbecue",,
Red Door Bistro,"2129 Lake Placid Rd Creekside, Whistler, British Columbia V0N 1B2 Canada",4.5 of 5 bubbles,699,"#1, of 133 Restaurants in Whistler",$$$$,"French,Canadian,Vegetarian Friendly",,
Intermezzo Restaurant,"3206 34 Ave, Vernon, British Columbia V1T 7E2 Canada",4.5 of 5 bubbles,561,"#2, of 113 Restaurants in Vernon",$$$$,"Italian,International,Canadian",,
