attraction_name,attraction_rating,attraction_category,num_reviews,rank_in_city,photo,about,suggested_duration
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
DVC Ventures Indoor Gun Range,4.5,Shooting Ranges,157,#1 of 5 Fun & Games in Port Coquitlam,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/b4/26/0a/9mm-pistol.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">I have visited this range a couple of times with friends who are members. The staff have been friendly, professional, and courteous. I've enjoyed my visits enough that I'll probably purchase a membership. I haven't fired any of the firearms they have on offer, but I have been on the range when others were and the staff helping them seemed to be doing a great job.<br><br>It can get very busy in the range and, if I had one complaint, it would be that the quarters get a bit tight. I'd like to see a small shelf or something along the back wall to store items on and under, as well as a few hooks to hang jackets and so on. Otherwise, I'd definitely recommend the place.</span></div>",
YYJ Airport Shuttle,4.5,Taxis & Shuttles,328,#4 of 31 Transportation in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/2c/21/22/getting-you-to-the-airport.jpg),"<div class=""WlYyy diXIH dDKKM""><div class=""WlYyy diXIH dDKKM"">Thank you for taking the time to review our service, we hoped you enjoyed your trip. </div></div>",
Diamondhead Outfitters,5.0,Equestrian Trails • Horseback Riding Tours,79,#5 of 20 Nature & Parks in Squamish,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0f/82/e5/bf/getting-out-after-crossing.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",1-2 hours
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Steamworks Brewing Company,4.0,Bars & Clubs • Breweries,594,#1 of 96 Nightlife in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/01/e0/0e/f7/steamworks-brewing-company.jpg),"<div class=""WlYyy diXIH dDKKM""></div>",
,,,,,,,
Copper Sun Gallery & Journeys,5.0,Speciality & Gift Shops • Art Galleries,49,#1 of 2 Shopping in Bella Coola,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/eb/30/98/interpretive-guide.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">An excellent day with Clyde.  Petroglyphs are interesting and historically important, but the Totem tour was the most moving.  Not for the tptems, but for the public school with amazing Nuxalt art and moving tribute to Residential School students.</span></div>",1-2 hours
,,,,,,,
,,,,,,,
,,,,,,,
Vavenby Trail Rides,5.0,Horseback Riding Tours,46,#1 of 1 Outdoor Activities in Vavenby,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/be/e5/2d/vavenby-trail-rides.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Six of us went out on a 3 hour ride with a lunch by the river. The views were amazing and the horses were beautiful. Would highly recommend. Owner and staff were kind, friendly and very humble. Lunch was homemade and delicious!</span></div>",
,,,,,,,
Locked Canada,4.5,Escape Games,69,#7 of 71 Fun & Games in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/09/7a/45/87/locked-canada.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">My boyfriend and I purchased an online deal for Locked Canada. We chose the Zombie Apocalypse theme. What an experience! It challenged you to think differently and problem solve in a unique and entertaining way. We had so much fun trying to solve the clues and make our way through the rooms. <br><br>It was just the two of us which was perfect (in my opinion). I feel like if there was 8 people (the maximum allowed) there would be ""too many cooks in the kitchen"" and it would take more time to figure the clues out. However, on the flip side it's beneficial to have people with different thinking styles. I would say the ideal maximum number of people for this room would be 4.<br><br>We found out that the success rate for the Z Apocalypse was only 1% (it is one of the more difficult rooms). We made it to the third room with only minutes to spare and 1 clue (out of 3) left. Once the time is up they allow you to continue the same challenge for another 45 minutes or come back to try and complete the same challenge for 1/2 price.<br><br>I would 100% recommend this to to everyone. It's a completely unique and different experience and a fun way to spend time with friends, family and even co-workers! <br><br>I am going to suggest this to my office as a team-building exercise!</span></div>",
,,,,,,,
,,,,,,,
The Spa at the Wedgewood Hotel,5.0,Spas,36,#4 of 229 Spas & Wellness in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/17/0f/e0/74/relaxation-lounge.jpg),"<div class=""WlYyy diXIH dDKKM""></div>",
i-Exit Downtown Vancouver,4.5,Escape Games,65,#6 of 71 Fun & Games in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/ad/f9/de/the-matrix-themed-escape.jpg),"<div class=""WlYyy diXIH dDKKM"">Granville Street spans many, multiple city blocks and has become so fastidiously known for its nightclubs and watering holes that it's fondly nicknamed the city's 'Entertainment District.' Friday and Saturday nights are the most popular and lively, with young revelers taking to the streets in droves and keeping the party going until late. Granville Street, being mostly open to pedestrian-only traffic, has a healthy social life along its main thoroughfares, even outside of its cafes and pubs, spilling onto the sidewalks. The locals are chatty, the shops at its expansive Pacific Centre Mall are trendy, and the whole area seems to be on a sugar rush: in a good way. Exuberance and camaraderie classify this neighbourhood.</div>",1-2 hours
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Halsa Spa,5.0,Spas • Thermal Spas,46,#3 of 229 Spas & Wellness in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/fe/83/da/float-cabin-at-halsa.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">The facilities are immaculately clean and the owner is very genuine and helpful. There is a private meditation room you can book  in addition to the sauna and float services. I also like their shampoo and body scrub.</span></div>",1-2 hours
,,,,,,,
,,,,,,,
Okanagan Crush Pad Organic Winery,4.5,Wineries & Vineyards • Wine Bars,69,#1 of 2 Nightlife in Summerland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/89/fa/9a/okanagan-crush-pad-winery.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Such a great experience we had at OCP!!! Christine and her team was so kind and welcoming. The philosophy behind this project is so inspiring, and so are the wines! Thanks again for everything!</span></div>",< 1 hour
,,,,,,,
Axe Monkeys,5.0,Game & Entertainment Centres,50,#5 of 36 Fun & Games in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0e/74/3b/b4/safe-and-fun-for-ages.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">The staff was so knowledgeable and friendly. Safety always a priority, but lots of fun to be had!! Highly recommend this activity with your family.</span></div>",
Talking Rock Golf Course,4.5,Golf Courses,106,#2 of 4 Outdoor Activities in Chase,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/68/ba/cf/one-of-our-amazing-sunsets.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",More than 3 hours
The Harvest Golf Club,4.5,Golf Courses,167,#16 of 123 Outdoor Activities in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/02/90/ff/3a/filename-harvest-shawn.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Six of us for lunch. Great location overlooking gardens. Food was exceptional. Great soup, flatbreads, clubhouse and best burger ever. (Masa burger) Flavourful but not over the top. Service was okay but not wonderful. Food and drink carried this review.</span></div>",
,,,,,,,
Breakout Nanaimo Escape Rooms,5.0,Escape Games,70,#1 of 18 Fun & Games in Nanaimo,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/46/11/59/breakout-nanaimo-escape.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We had a good time. Not a fan with so many hints, I would prefer getting 3 hints or less. I’m not sure why this cost so much to play, perhaps the company should look into lowering the price to attract more players. It’s not affordable really for families but it was fun, we may try again in a year or so.</span></div>",1-2 hours
,,,,,,,
,,,,,,,
Langley Events Centre,4.5,Other Outdoor Activities,92,#2 of 11 Outdoor Activities in Langley City,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/04/c8/0f/b4/amazing-outdoor-kids.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">my son has played basketball in both the indoor and outdoor courts. The indoor ones are great!! We have also seen hockey games in there as well and there is not a bad seat in the house. For a real treat go see the Boys &amp; Girls provincial High School Basketball championships!! </span></div>",
Whistler Shooting Adventures,5.0,Shooting Ranges,50,#1 of 1 Fun & Games in Pemberton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/ba/11/91/shooting-fun-20-min-from.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",1-2 hours
Predator Ridge Golf Resort,4.0,Golf Courses,265,#2 of 25 Outdoor Activities in Vernon,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/11/14/99/d6/the-predator-course.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This has been about my tenth year staying at Predator and the course never disappoints my expectations... Love the addition of music at and around the practice area,<br>Brought Bikes and Kayaks this year to spend some time  on the rail trail and Kalamalka lake which is only minutes away.<br>Felt like the staff and management went out of their way to make everything safe and still very functional during this Covid time .</span></div>",More than 3 hours
,,,,,,,
,,,,,,,
,,,,,,,
BC Ferries Connector,4.5,Bus Services,112,#10 of 92 Transportation in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/83/d4/12/bc-ferries-connector.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This is a very easy way to transfer from Victoria to YVR. The coach was clean and comfortable and the driver was very helpful with the luggage. We had to change coaches to go to the airport whilst the original coach went on to Vancouver, but that was easy and painless with, again, lots of help with the luggage.</span></div>",
Absolute Spa at The Century,4.0,Spas,150,#6 of 229 Spas & Wellness in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/92/3c/ac/manicure.jpg),"<div class=""WlYyy diXIH dDKKM"">Granville Street spans many, multiple city blocks and has become so fastidiously known for its nightclubs and watering holes that it's fondly nicknamed the city's 'Entertainment District.' Friday and Saturday nights are the most popular and lively, with young revelers taking to the streets in droves and keeping the party going until late. Granville Street, being mostly open to pedestrian-only traffic, has a healthy social life along its main thoroughfares, even outside of its cafes and pubs, spilling onto the sidewalks. The locals are chatty, the shops at its expansive Pacific Centre Mall are trendy, and the whole area seems to be on a sugar rush: in a good way. Exuberance and camaraderie classify this neighbourhood.</div>",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Connect Airport Transfers,5.0,Taxis & Shuttles,45,#3 of 13 Transportation in Whistler,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/27/f1/d6/our-vehicles-are-deep.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",2-3 hours
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Spicy Sports,4.5,Speciality & Gift Shops • Equipment Hire,95,#2 of 14 Shopping in Whistler,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/11/2a/ae/68/from-powder-skis-to-race.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",
Sabai Thai Spa Coal Harbour,4.5,Spas,91,#5 of 229 Spas & Wellness in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/03/32/24/c1/sabai-thai-spa-coal-harbour.jpg),"<div class=""WlYyy diXIH dDKKM""></div>",
,,,,,,,
Osoyoos Golf Club,4.5,Golf Courses,90,#4 of 18 Outdoor Activities in Osoyoos,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/15/4f/fe/79/4-park-meadows.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",More than 3 hours
,,,,,,,
Radium Course,4.5,Golf Courses,75,#4 of 12 Outdoor Activities in Radium Hot Springs,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/ad/8c/9f/stunning-vistas-at-the.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",More than 3 hours
,,,,,,,
,,,,,,,
Malaspina Galleries,4.5,Other Outdoor Activities,58,#1 of 6 Outdoor Activities in Gabriola Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/9a/11/93/more-rock-formations.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Take the pathway at the end of Malaspina Drive. Walk towards the point and look back.  On the right, hidden under the land above, is the Malaspina Galleries.  This beautiful sandstone rock formation is eroded by surf and frost over the years.  It feels like you are walking under a frozen wave.</span></div>",
,,,,,,,
,,,,,,,
Fathom Stone Art Gallery & Daily Art Classes,5.0,Speciality & Gift Shops • Art Galleries • Lessons & Workshops,56,#3 of 14 Shopping in Whistler,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/09/93/e2/dd/fathom-stone-art-gallery.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",< 1 hour
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Santosha Spa,5.0,Spas,52,#1 of 11 Spas & Wellness in Nelson,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/12/09/ee/ba/santosha-spa-logo.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",1-2 hours
,,,,,,,
,,,,,,,
,,,,,,,
Tower Ranch Golf Club,4.5,Golf Courses,125,#20 of 123 Outdoor Activities in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/06/15/99/45/tower-ranch-golf-country.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Was out at Tower for a golf trip with 7 friends a few weeks back. I cannot say enough good things about this golf course. The only thing better than the conditions were the stunning views of the Okanagan Valley. The staff was helpful and friendly. After golf we enjoyed the fantastic food and views on offer in the lounge. Would highly recommend</span></div>",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Golden Snowmobile Rentals & Tours,5.0,Ski & Snow Tours • Equipment Hire,46,#9 of 47 Outdoor Activities in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/e4/b8/fc/breaking-in-our-new-polaris.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",More than 3 hours
Tofino Water Taxi,4.5,Taxis & Shuttles • Ferries,98,#1 of 2 Transportation in Tofino,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0c/14/f1/d6/photo2jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We recently used Tofino Water Taxi for a day trip to Meares Island and return.   They were professional and prompt and did a great job negotiating the currents and rocks.</span></div>",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
The Balay Spa,5.0,Spas,35,#1 of 30 Spas & Wellness in North Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/15/a9/3a/ec/the-balay-spa.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",1-2 hours
,,,,,,,
Queen Charlotte Visitor Centre,4.5,Speciality & Gift Shops • Visitor Centres,92,#1 of 3 Shopping in Queen Charlotte City,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/03/fc/89/17/queen-charlotte-visitor.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",< 1 hour
Hidden Wonders,5.0,Theatres • Comedy Clubs • Theatre & Performances,83,#1 of 12 Fun & Games in New Westminster,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/19/e0/73/4b/hidden-wonders-vancouver.jpg),"<div class=""WlYyy diXIH dDKKM""><div class=""WlYyy diXIH dDKKM"">Hello YEthanO,

Fooling a magician is hard! I'm happy Shawn was able to fool you considering you were on that show Try This at Home with Penn &amp; Teller!  Thanks for the review and support of the show.</div></div>",1-2 hours
Byrnes Block,3.5,Points of Interest & Landmarks,9,#211 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0e/05/7c/ca/building-behind-gassy.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Gastown is a really beautiful part of this wonderful city, and Byrne's Block, A European style red building stands predominantly proud on the corner of Maple tree square. It kind of reminded of something you'd see in those wild west movies, all you needed was a sheriff to come out with his Stetson and six shooter! opposite the Hotel Europe, make this part of your visit to Vancouver, really worth it.</span></div>",
Hadden Park,4.0,Points of Interest & Landmarks • Parks • Monuments & Statues,13,#135 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/cc/0e/ae/nice-views-of-vancouver.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This is a small park where the Vancouver museum and the Maritime Museum are located. There are nice views on Vancouver but otherwise nothing you could do.</span></div>",< 1 hour
Ballet BC,4.5,Ballets,11,#185 of 402 things to do in Vancouver,,"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">When one spends that kind of money to support the arts, it would seem logical to treat your paying customers with dignity and respect.  Unfortunately, this was hardly the case when visiting Ballet BC at the Queen Elizabeth Theatre.  To my utter shock, the attendant was quick to interrogate me in a smug and demeaning manner for wishing to go to the washroom but selectively chose to ignore the four couples who talked incessantly throughout the performance - all within the attendants ear shot.  I even watched three other Queen Elizabeth staff actually laugh at a patron attempting to exit through the wrong door.  When people pay such prices - their disregard is utterly inexcusable.  Coupled with a pompous attitude and general malaise - it becomes increasingly clear why the arts are suffering when their frontline staff have little to no regard for paying customers.  I would strongly recommend within a city with plenty of competitive shows and quality venues - to avoid QE and spend your money elsewhere.</span></div>",
Electic Bicycle Brewing,4.5,Breweries,7,#179 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/ab/9e/60/photo0jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Electric Bicycle Brewing is indeed quirky and fun - bright colours, Ouija board tables - but it seems that they spent more time on the decor than the actual beer.  While the beer isn't awful, it's just uninteresting...which doesn't bode well for cultivating return visitors.<br><br>Since EBB is relatively new, here's hoping they can figure it out; perhaps in the meantime they can offer some other brands on tap until they can work out their brew.</span></div>",
UBC Aquatic Centre,4.5,Sports Complexes,7,#167 of 402 things to do in Vancouver,,"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",1-2 hours
Scotiabank Theatre Vancouver,4.0,Theatres,60,#122 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/17/30/00/scotiabank-theatre-vancouver.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">a great place to spend some time on a rainy day in vancouver.  lots of movies, seem to always be doing special presentations and artsy films.</span></div>",
Chase and District Museum and Archives,4.5,Speciality Museums,3,#11 of 13 things to do in Chase,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/09/09/19/e7/chase-and-district-museum.jpg),"<div class=""WlYyy diXIH dDKKM""><div class=""dHiCM"">Hotels near Chase and District Museum and Archives:
<ul>
<li>(0.36 km) <a href=""/Hotel_Review-g499123-d1516769-Reviews-Sunny_Shuswap_B_B-Chase_British_Columbia.html"">Sunny Shuswap B&amp;B</a></li>
<li>(0.45 km) <a href=""/Hotel_Review-g499123-d1868443-Reviews-Chase_Country_Inn_Motel-Chase_British_Columbia.html"">Chase Country Inn Motel</a></li>
<li>(0.42 km) <a href=""/Hotel_Review-g499123-d12620995-Reviews-Shuswap_Meadows_RV_Campground-Chase_British_Columbia.html"">Shuswap Meadows RV Campground</a></li>
<li>(7.66 km) <a href=""/Hotel_Review-g499123-d263476-Reviews-Quaaout_Lodge_Spa_at_Talking_Rock_Golf_Resort-Chase_British_Columbia.html"">Quaaout Lodge &amp; Spa at Talking Rock Golf Resort</a></li>
<li>(1.61 km) <a href=""/Hotel_Review-g499123-d4345316-Reviews-Overlander_Motel-Chase_British_Columbia.html"">Overlander Motel</a></li>
</ul>
<a href=""/HotelsNear-g499123-d6721678-Chase_and_District_Museum_and_Archives-Chase_British_Columbia.html"">View all hotels near Chase and District Museum and Archives on Tripadvisor</a></div></div>",
First Baptist Church,4.0,Churches & Cathedrals,19,#136 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/05/c6/6c/eb/first-baptist-church.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We were deciding between breakfast or Church first when a taxi cab ran the thru the intersection and sent another car into the space where we were just standing...we opted for Church first. And we happened to be right in front of this Church. We asked if our attire was acceptable and we were warmly welcomed in. The Church is just beautiful. Stained glass windows and antique curved wood pews, huge pipe organ and top balcony. The Music was a wonderful blend of hymns and contemporary Christian. The choir was awesome. The entire Service was a sweet blessing start to finish. If you get a chance, worship with these precious folks! (Providentially no one was seriously injured in the car accident!)</span></div>",
George Wainborn Park,4.0,Parks • Playgrounds,21,#115 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/20/f5/7d/photo1jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Each time we walked past this park, it was full of people enjoying all the facilities.  Incredible views of the city-scape and architecture, plus views of False Creek.  Integrated into the Sea Wall hiking area.</span></div>",1-2 hours
Boulder Gardens,4.5,Nature & Wildlife Areas • Geologic Formations,7,#8 of 24 things to do in Tumbler Ridge,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0b/6a/ef/ae/the-view-back-towards.jpg),,2-3 hours
Stewart Visitor Centre,4.0,Visitor Centres,5,#7 of 9 things to do in Stewart,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1d/09/5f/d3/stewart-visitor-centre.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",< 1 hour
Mystique Andalusians,5.0,Farms,15,#4 of 10 things to do in Roberts Creek,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/a4/53/25/great-fun.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We were a large group visiting for Thanksgiving weekend.  Our kids ranged from 4-9 years of age and all of them including the big big kids (us) loved it.  The interaction permitted with the animals was more than any other farm we had been to.  Lindeza knows all of her animals so well as she able to tell you all kinds of facts on the different breeds. She is clearly passionate about what she does and she made it her personal mission to make sure everyone enjoyed themselves.  Highly recommend!!!</span></div>",
Terra Nossa Organic Farms,5.0,Farms,1,#8 of 9 things to do in Mill Bay,,,1-2 hours
Centennial Park,4.0,Parks,14,#8 of 13 things to do in Ganges,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0a/c9/0d/d5/signage.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">something for everyone in this park... playground, flowers, walking path along the harbor...  full of community spirit &amp; a very friendly vibe. </span></div>",1-2 hours
Hudson's Hope Visitor Centre,4.5,Visitor Centres,13,#2 of 8 things to do in Hudson's Hope,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/02/b1/ce/9e/filename-img-2545-jpg.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",
David Lam Park,4.5,Parks,36,#81 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/44/96/b1/photo0jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">If you are walking/hiking/biking the seawall in this part of Vancouver, you probably want to plan for rest breaks. This is a great place to do just that. While it has been about a year since I've been this way, it still seems a natural to stop here, catch my breath, and enjoy the views before continuing west.<br>If you are curious about the history of this park and other amenities available, please see the excellent review immediately below this one - no sense me repeating what PookyCake has said.</span></div>",1-2 hours
Cumberland Forest Mountain Bike Trails,5.0,Biking Trails,1,#9 of 14 things to do in Cumberland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/15/28/45/bb/cumberland.jpg),,2-3 hours
Ronning’s Garden,5.0,Gardens,1,#4 of 4 things to do in Holberg,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/19/49/61/05/ronning-s-garden.jpg),,
Kimberley Arts at Centre 64,4.0,Civic Centres,1,#16 of 16 things to do in Kimberley,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/27/cc/91/interior-1.jpg),"<div class=""WlYyy diXIH dDKKM""><div class=""dHiCM"">Kimberley Arts at Centre 64 is open:<br><ul><li>Tue - Sat 1:00 p.m. - 5:00 p.m.</li></ul></div></div>",< 1 hour
,,,,,,,
50th Parallel Estate,4.5,Wineries & Vineyards,12,#10 of 25 things to do in Lake Country,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1d/c4/ac/3e/fall-views-from-50th.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We were so fortunate having Travis as our tour guy. He is very knowledgeable, enthusiastic and passionate in regards wine viticulture, history, wine making, etc. We strongly recommend to book a tour at this winery estate and will definitely come back soon. Thanks Travis for the experience. </span></div>",
Port Moody Public Library,4.0,Libraries,1,#16 of 18 things to do in Port Moody,,,1-2 hours
Caledonia Nordic Ski Club,4.5,Cross-country Ski Areas,14,#13 of 50 things to do in Prince George,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/01/c3/7f/e1/biathlon-range-and-cabin.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This is a super facility with something for all ability levels.<br>Grooming is excellent and the online trail condition updates are prompt and informative. The staff and instructors are top notch. We are so lucky to have this facility so close to town.</span></div>",
The Gallery at Queen's Park,3.5,Art Galleries,3,#31 of 38 things to do in New Westminster,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/18/ea/be/53/the-gallery-at-queen.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">In the depths of Queens Park, itself a destination, the Arts Council operated Gallery has had a fantastic range of shows, from emerging artists to artists with important works to offer. It’s a smaller gallery, and not well know even in New westminster but attending the shows and openings is important to us as we support the growth of arts in our community.</span></div>",< 1 hour
Stikine River Provincial Park,4.5,Parks,3,#2 of 3 things to do in Iskut,,,
Rossland Art Gallery,4.5,Art Galleries,2,#7 of 13 things to do in Rossland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/09/12/e0/7a/rossland-art-gallery.jpg),,
Angel Springs,3.5,Bodies of Water,5,#83 of 97 things to do in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/6e/2d/99/glimpse-of-myra-canyon.jpg),,
Cowichan Performing Arts Centre,4.5,Art Galleries • Theatres,15,#15 of 33 things to do in Duncan,,"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">For the size of this city, it is so wonderful that we have such a lovely theatre for live performances.</span></div>",1-2 hours
Tod Creek Craft Cider,4.5,Wineries & Vineyards,3,#9 of 17 things to do in Saanich,,,
Pink Mountain Provincial Park,1.0,Mountains • Parks,1,#1 of 1 things to do in Pink Mountain,,,
The Columbia Theatre,5.0,Theatres,1,#25 of 38 things to do in New Westminster,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/17/12/1e/3d/the-main-theatre-was.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",2-3 hours
Elk Valley Nordic Centre,5.0,Cross-country Ski Areas,1,#18 of 19 things to do in Fernie,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1b/0f/de/ae/elk-valley-nordic-centre.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",1-2 hours
Great Glacier Provincial Park,4.0,Parks,1,#59 of 88 things to do in Kitimat-Stikine District,,,
Shames Mountain,5.0,Ski & Snowboard Areas,1,#17 of 21 things to do in Terrace,,,
Diana Lake Provincial Park,4.0,Bodies of Water • Nature & Wildlife Areas,13,#3 of 5 things to do in Port Edward,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/02/35/f3/17/diana-lake-provincial.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Diana lake is a decent sized fresh water lake just outside Prince Rupert near Port Edward. We visited this lake  on 29 May 2014 but it was full of disappointment. <br><br>Road is all broken and vehicle eating pot holes are everywhere on the road.<br>Mosquitoes were in super abundance everywhere and very much the deal breaker<br>No signs of maintenance  anywhere<br><br>If you can go pass these then it is pretty decent place to visit. No dogs allowed and a small park (not maintained yet) is great to spend a family day.</span></div>",
