attraction_name,attraction_rating,attraction_category,num_reviews,rank_in_city,photo,about,suggested_duration
Granville Island Gallery,4.0,Art Galleries,8,#182 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/a2/9a/3b/photo9jpg.jpg),,< 1 hour
Cleveland Park,4.5,Parks,6,#184 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/64/69/ef/good-for-hiking.jpg),,
Murray Canyon Overlook Trail,5.0,Hiking Trails,2,#13 of 24 things to do in Tumbler Ridge,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/05/e1/44/a5/getlstd-property-photo.jpg),,
The Antique Warehouse,4.5,Antique Shops,2,#263 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/f2/9c/74/unique-items-abound-at.jpg),"For almost 30 years, customers have come here to find the finest in French antiques, along with mid-century modern and vintage designs chosen by its owner, Mark LaFleur.",
Maple Grove Park,5.0,Parks,4,#196 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/c7/6f/3c/a-piece-of-history.jpg),,2-3 hours
Goldcorp stage at the BMO Theatre Centre,4.5,Theatres,7,#178 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/fc/20/82/photo0jpg.jpg),,2-3 hours
Off the Rail Brewing,4.5,Breweries,15,#130 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/84/27/15/img-20160813-150939-largejpg.jpg),,< 1 hour
Powell Street Craft Brewery,4.5,Breweries,13,#155 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/19/1a/da/3f/img-20190804-184220-largejpg.jpg),,< 1 hour
Windfall Lake,4.0,Bodies of Water,1,#21 of 24 things to do in Tumbler Ridge,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/ef/d0/98/windfall-lake.jpg),"Recently upgraded with a outdoor toilet and tentpads Windfall lake is the Tumbler Ridge Geopark's most popular alpine destination. From the lake there are a number of more challenging hiking possibilities (see further destinations below), onto the ridge above the lake, onto the higher peaks, to the summit of Tunnel Mountain through Tunnel Cave, and exploring cave features.",More than 3 hours
,,,,,,,
Northwest Marine Drive,4.5,Scenic Drives,12,#181 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/a9/cd/90/just-a-quick-stop-lookout.jpg),A scenic drive through upscale city neighborhoods and breathtaking ocean and mountain landscapes.,
Cathedral Place,4.0,Architectural Buildings,10,#157 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/55/95/09/cathedral-from-afar.jpg),,
SS Empress of Japan Figurehead,3.5,Monuments & Statues,14,#214 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/c8/47/2e/dettaglio-della-scultura.jpg),,< 1 hour
Pacific Museum of Earth,4.0,Natural History Museums • Science Museums,8,#191 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/16/c7/99/42/the-digital-omniglobe.jpg),"As UBC’s oldest museum, and the only museum in Metro Vancouver to specialize in Earth, Oceanic & Atmospheric Sciences, the PME is one of B.C.'s ""hidden gems"". Come see our new elasmosaur, our lambeosaur, and the only OmniGlobe in Canada! Our gem gallery stuns. Our mineral samples dazzle. Our field trips inspire. Many visitors are surprised that a museum that doesn't charge general admission could be of such high quality! Come explore the wonders of our dynamic Earth with us.",1-2 hours
Andy Livingston Park,2.5,Parks • Playgrounds,10,#353 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/4b/53/ab/from-here-the-park-looks.jpg),,< 1 hour
Hudson Bay Company,4.0,Points of Interest & Landmarks • Architectural Buildings,12,#144 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/15/6e/4b/1e/looking-north-across.jpg),,1-2 hours
New Brighton Park,4.0,Parks,5,#231 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/83/90/b1/fabulous-outdoor-pool.jpg),,
Bowen Lookout,5.0,Lookouts,3,#190 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/1f/76/5b/bowen-lookout-in-the.jpg),,1-2 hours
Oppenheimer Park,2.0,Parks,9,#359 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/61/6b/0e/sunset-at-crab-park.jpg),"Once a place for depression-era political demonstrations, this park is now a pleasant recreational area.",
,,,,,,,
,,,,,,,
,,,,,,,
Vancouver International Travel Expo,1.0,Exhibitions,1,#351 of 402 things to do in Vancouver,,,
Hillcrest Park,3.0,Sports Complexes,1,#327 of 402 things to do in Vancouver,,,
,,,,,,,
Ring Gear Monument,2.0,Monuments & Statues,1,#347 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/1a/5c/77/7a/img20191216190452-largejpg.jpg),,
Artspeak Gallery,2.0,Art Galleries,1,#346 of 402 things to do in Vancouver,,"Artspeak presents contemporary practices, innovative publications, bookworks, editions, talks and events that encourage a dialogue between visual art and writing.",
Statue Of Harry Jerome,3.5,Monuments & Statues,3,#242 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/91/7d/57/information-plaque.jpg),,< 1 hour
Republic Gallery,3.0,Art Galleries,1,#329 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/61/d4/b3/republic-gallery.jpg),,
George Cunningham Memorial Sundial by Gerhard Class,3.0,Monuments & Statues,1,#333 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/19/fe/0b/8e/sundial-by-gerhard-class.jpg),,< 1 hour
Artstarts,3.0,Art Galleries,1,#328 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/61/d5/7e/artstarts.jpg),,
Il etait une fois Vancouver,3.0,Points of Interest & Landmarks,1,#337 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/04/7e/fb/aa/getlstd-property-photo.jpg),,More than 3 hours
Homathko River-Tatlayoko Protected Area,5.0,Nature & Wildlife Areas,1,#276 of 402 things to do in Vancouver,,,
Aritzia,3.0,Department Stores,1,#334 of 402 things to do in Vancouver,,,
The Biltmore Cabaret,3.0,Cabarets,1,#335 of 402 things to do in Vancouver,,,
Monte Clark Gallery,5.0,Points of Interest & Landmarks,1,#293 of 402 things to do in Vancouver,,,
RendezVous Art Gallery,3.0,Art Galleries,1,#338 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/16/25/cd/65/sandwich-board.jpg),,
Spinning Chandelier,3.5,Points of Interest & Landmarks,3,#308 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/e2/41/d2/spinning-chandelier.jpg),,< 1 hour
Marpole Curling Club,4.0,Sports Complexes,1,#314 of 402 things to do in Vancouver,,We are a full service 6-sheet curling club which offers rental groups of many sizes an opportunity to learn the sport of curling. We offer full food and bar service as well. It is a great sport that almost anyone can do and makes a great mid-vacation half-day event for travelers and locals alike. We are close to YVR airport and hotel accommodations as well.,
Frederic Wood Theatre,5.0,Theatres,1,#311 of 402 things to do in Vancouver,,,
BC Golf Museum and Hall of Fame,2.0,Speciality Museums • Libraries,1,#343 of 402 things to do in Vancouver,,This small museum and library will delight golf fanatics.,
Stewart Stephenson Modern Art Gallery,4.0,Art Galleries,2,#301 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/03/5e/5c/80/getlstd-property-photo.jpg),,
Bau-Xi Gallery,4.0,Points of Interest & Landmarks,1,#306 of 402 things to do in Vancouver,,,
Norman Rothstein Theatre,4.0,Theatres,1,#313 of 402 things to do in Vancouver,,,
Autumn Brook Gallery,4.5,Art Galleries,2,#289 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/7b/d0/ac/bc-ferry-way-to-victoria.jpg),"The Autumn Brook Gallery is one of Vancouver's premiere gallery locations, situated near Vancouver's Granville Island and Gallery Row. The gallery's large space showcases local and international artists, and also serves as a venue for special events.",
Thornton Park,3.5,Parks,2,#294 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/dd/35/ca/thornton-park.jpg),,
Exotic World Museum,2.0,Speciality Museums,1,#344 of 402 things to do in Vancouver,,Off-beat museum housing an eclectic collection of objects from a couple's international travels.,
Hidden Wonders,5.0,Theatres • Comedy Clubs • Theatre & Performances,83,#1 of 12 Fun & Games in New Westminster,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/19/e0/73/4b/hidden-wonders-vancouver.jpg),"Hidden Wonders is a speakeasy-style performance venue hidden behind a fake business facade in New Westminster's historic district and is the brainchild of two-time world champion of magic, Shawn Farquhar. The seventy-five-minute magic experience will feature effects created to impress Ellen, win the world championship and to fool Vegas’s Penn & Teller twice on their hit television show Fool Us.",1-2 hours
Mount Pleasant Park,3.0,Parks,1,#336 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/06/18/a1/34/getlstd-property-photo.jpg),,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Morris and Helen Belkin Art Gallery,4.0,Art Galleries,2,#280 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/00/c4/a8/outdoor-art-tours.jpg),,1-2 hours
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Forged Axe Throwing,5.0,Game & Entertainment Centres,707,#1 of 19 Fun & Games in Whistler,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/51/0a/b0/photo0jpg.jpg),Forged Axe Throwing is Whistler's only indoor axe throwing venue! We specialize in hosting group events and can bring you from someone with no prior axe throwing experience up to a bullseye slinging axe throwing machine! Our events typically last between 1-2.5 hours. You will not believe how much fun and how empowering it is to land your first bullseye!,1-2 hours
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Second Beach,3.5,Beaches • Scenic Walking Areas,7,#258 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/18/0a/8c/de/photo0jpg.jpg),,
Kingsgate Mall,3.5,Shopping Malls,2,#273 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/82/36/bb/interior.jpg),,1-2 hours
Vancouver Holocaust Education Centre,4.0,Speciality Museums • History Museums,2,#264 of 402 things to do in Vancouver,,"Through multimedia exhibits, this museum preserves the memory of and educates the public about various aspects of the holocaust.",
Musqueam Cultural Centre,5.0,Speciality Museums • History Museums,1,#287 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/66/74/fc/getlstd-property-photo.jpg),"The Musqueam Cultural Education Resource Centre and Museum features historical objects, contemporary art and a place to share Musqueam history and culture through song, stories, tours and activities. General admission $5. Guided group tours of the land and museum $300 (by appointment) – land tours include the Chinese Market Gardens and the special relationship between the Chinese and Musqueam.",1-2 hours
Gigi B on Grandville Island,4.5,Art Galleries,3,#229 of 402 things to do in Vancouver,,,< 1 hour
Terry Fox Memorial,4.5,Points of Interest & Landmarks • Monuments & Statues,4,#192 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/2f/d1/d9/part-2-of-statues.jpg),,< 1 hour
Sinclair Center,3.5,Shopping Malls,7,#201 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/19/8c/c7/0f/img-20191009-084127-largejpg.jpg),,
Hallelujah Point,4.0,Monuments & Statues • Scenic Walking Areas,5,#193 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/19/f5/2e/f0/hallelujah-point.jpg),,< 1 hour
Blue Seas Gallery,5.0,Art Galleries,2,#224 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/18/14/3f/f1/inside-blue-seas-gallery.jpg),"Situated by the scenic False Creek on Granville Island,Blue Seas Gallery is specialized in artworks by local artists and artisans:The latest Vancouver Skyline photography by Chris Collacott, Manfred Kraus, wildlife/Landscape paintings by Denis Mayer Jr.,Fred Buchwitz... and one of a of a kind,exciting handmade pearl jewelry by ""The Pearlsmith"", designer silver jewelry and unique local made gifts.",< 1 hour
Pacific Theatre,4.0,Theatres,5,#228 of 402 things to do in Vancouver,,,2-3 hours
Vancouver Harbour Flight Centre,3.5,Marinas • Points of Interest & Landmarks,6,#225 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1b/65/e6/1f/your-gateway-to-seaplane.jpg),,
Crown Mountain,4.5,Mountains,4,#226 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/12/06/70/96/crown-mountains.jpg),,
May and Lorne Brown Park,3.0,Parks,7,#307 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/38/8e/24/chess-anyone.jpg),,< 1 hour
Memorial South Park,4.5,Parks,3,#203 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/95/4f/ab/reeds-around-the-pond.jpg),,1-2 hours
The Fox's Den Splash Park,5.0,Parks,1,#256 of 402 things to do in Vancouver,,,2-3 hours
Pat Quinn Statue,4.5,Monuments & Statues,3,#254 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/18/cc/87/99/quote.jpg),,1-2 hours
Doan’s Craft Brewing Company,4.5,Breweries,8,#186 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/fd/62/aa/the-inauspicious-exterior.jpg),,1-2 hours
Greenleaf Acupuncture and Herb Clinic,5.0,Sports Camps & Clinics,2,#212 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/19/df/98/5a/caption.jpg),"Greenleaf Acupuncture and Herb Clinic is the leading executive health clinic well-known for TCM psychology (anxiety, panic disorder, depression, insomnia), gynecology (infertility, PMS, fibroid, menopause), pediatrics (ADHD, asthma, allergy) and pain management in Downtown Vancouver BC.",
Carousel Theatre for Young People,4.5,Theatres,5,#194 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/04/a4/ef/5b/getlstd-property-photo.jpg),,
Prospect Point Lookout,4.5,Lookouts,8,#150 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/1a/87/d1/97/north-vancouver-view.jpg),,
River Front Park,4.5,Parks,5,#199 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/28/90/66/photo4jpg.jpg),,1-2 hours
Whistler Mountain,5.0,Mountains,2,#213 of 402 things to do in Vancouver,,,More than 3 hours
The Sun Tower,3.5,Architectural Buildings,8,#261 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/8f/2e/8b/the-sun-tower.jpg),,1-2 hours
The Charles H. Scott Gallery,4.0,Art Galleries,12,#189 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/4f/54/9b/emily-carr-institute.jpg),,
Firehall Arts Centre,5.0,Theatres,12,#151 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/12/a7/b4/0c/in-front-of-the-marquis.jpg),"Built in 1906, the Firehall building functioned as Vancouver's No. 1 Firehall and the first motorized Firehall until 1975 when the Firemen moved out and the arts moved in. After a variety of tenants the Firehall Theatre Society was formed in 1982 and currently operates as one of the busiest venues in Vancouver.",
Stanley Park Cycle,2.5,Parks,3,#342 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/1b/60/55/photo3jpg.jpg),,1-2 hours
The Mansion,2.5,Historic Sites • Architectural Buildings,3,#345 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0a/81/b0/a9/the-mansion.jpg),,
Royal Centre,3.0,Shopping Malls,6,#309 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/11/88/11/8d/inside-royal-centre.jpg),,
Ryerson United Church,4.0,Religious Sites,1,#312 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/12/77/5d/the-church.jpg),,< 1 hour
Douglas Reynolds Gallery,5.0,Art Galleries • Points of Interest & Landmarks,8,#131 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/06/ce/d5/f1/getlstd-property-photo.jpg),"Douglas Reynolds Gallery was established in 1995, and is located in Vancouver on Granville street between 7th and 8th avenues in the South Granville gallery district. We specialize in historical and contemporary Northwest Coast native art. The gallery showcases museum quality pieces which make use of contemporary media such as resin, bronze, glass and aluminum. Works include masks, totem poles, bentwood boxes, sculpture, gold and silver jewelry, and early historic objects. Director & owner Douglas Reynolds, has over twenty years of experience dealing with Northwest Coastal native art. The gallery offers pieces by well-known artists such as Bill Reid, Robert Davidson, Jim Hart, Don Yeomans, Beau Dick and Klatle-bhi, while also supporting emerging artists such as Jay Simeon, Phil Gray, David R. Boxley, and Marcus Alfred. Works by these artists can be found in museums and private collections worldwide. We take pride in our friendly, knowledgeable staff.",< 1 hour
Vancouver Bach Choir,4.5,9:00 AM - 4:00 PM,4,#246 of 402 things to do in Vancouver,,n Vancouver the Vancouver Bach Choir presents a series of concerts each Season and has been responsible for the British Columbia premiere of a number of major works.,
Unitarian Church of Vancouver,5.0,Churches & Cathedrals,3,#204 of 402 things to do in Vancouver,,,
Reconciliation Pole,4.0,Monuments & Statues,1,#303 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/62/6a/d2/looking-east-forestry.jpg),,< 1 hour
Engagement,3.5,Monuments & Statues,2,#297 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/61/6d/6d/engagement-sculpture.jpg),,
Studio 58 Theatre,5.0,Theatres,1,#304 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/04/c3/14/fb/studio-58-theatre.jpg),"Studio 58 is the professional theatre training program at Langara College in Vancouver, BC, Canada. We are the only conservatory-style training institution in western Canada. We produce 4 main stage and 2 workshop productions annually that are open to the public and reviewed by the media. Our graduates work throughout the world in theatre, film, TV and the related arts. In 2015 we will celebrate our 50th anniversary!",
Model Ships Museum,3.0,Speciality Museums,3,#340 of 402 things to do in Vancouver,,,
Harrison Galleries,3.5,Points of Interest & Landmarks,4,#310 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/cf/4c/f4/today-pic-with-raincouver.jpg),,
Catfe,5.0,Visitor Centres,1,#255 of 402 things to do in Vancouver,,,1-2 hours
Ladner Clock Tower,4.0,Points of Interest & Landmarks • Architectural Buildings • Observation Decks & Towers,1,#295 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/5b/53/2e/ladner-clock-tower.jpg),,
Marion Scott Gallery,4.0,Points of Interest & Landmarks,1,#298 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/60/5c/7d/storefront.jpg),,
Cambie St Bridge,3.5,Bridges,5,#251 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/18/c8/ee/79/northbound-lanes.jpg),,
Nike,3.5,Monuments & Statues,3,#296 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1b/88/e7/d7/looking-east.jpg),,< 1 hour
Vancouver Curling Club,5.0,Sports Camps & Clinics,1,#285 of 402 things to do in Vancouver,,,1-2 hours
Main Street Poodle Sculpture,3.0,Points of Interest & Landmarks • Monuments & Statues,2,#341 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/18/27/f4/ee/main-street-poodle.jpg),,< 1 hour
PAL Studio Theatre,5.0,Theatres,3,#215 of 402 things to do in Vancouver,,,2-3 hours
Aboriginal Art Gallery,4.5,Art Galleries,2,#245 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/4d/22/35/storefront.jpg),,< 1 hour
Doctor Vigari Gallery,4.0,Art Galleries,3,#260 of 402 things to do in Vancouver,,,< 1 hour
Axiom Spa & Salon,5.0,Sports Camps & Clinics,2,#210 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/19/8f/18/9a/caption.jpg),"Axiom is a full service Salon and Spa that has been around for over 38 years specializing in above average talent, award winning stylists with a friendly atmosphere.",
Starwalk BC Entertainment Hall of Fame,3.5,Points of Interest & Landmarks,3,#315 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/16/c1/d4/d4/photo0jpg.jpg),,< 1 hour
Italian Cultural Centre,4.5,Convention Centres,3,#209 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/50/9e/be/fixed-dinner-plate.jpg),,1-2 hours
Centre A,3.5,Art Galleries • Art Museums,3,#291 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/db/76/5d/front-entrance.jpg),,< 1 hour
Harbour Centre,4.0,Points of Interest & Landmarks • Architectural Buildings,4,#236 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/3b/d9/7d/vancouver-s-harbour-centre.jpg),,< 1 hour
Infinite Tire,3.5,Points of Interest & Landmarks • Monuments & Statues,2,#305 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/15/25/43/d0/infinite-tire.jpg),,< 1 hour
Your Vancouver Brewery Experience at Molson Coors,3.5,Breweries,7,#252 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/cb/f3/6d/molson-brewery-vancouver.jpg),,
WISE Hall,4.5,Theatres,2,#259 of 402 things to do in Vancouver,,Theater showcasing both well-known Canadian and international folk acts.,
Mountain View Cemetery,4.0,Historic Sites • Cemeteries • Scenic Walking Areas,1,#299 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/16/4a/b5/45/great-view.jpg),,< 1 hour
Studio 13 Fine Art,5.0,Art Galleries,2,#221 of 400 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/cf/11/4d/gallery-entrance-welcome.jpg),A beautiful Gallery and Studio with very engaging artwork. There are landscape based and abstract paintings that capture the colour and energy of the coastal and urban experience and compelling mixed media figurative works. A welcoming gallery and fun to meet the artist at work.,< 1 hour
English Bay Launch,5.0,Ferries,2,#243 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/11/e5/1d/english-bay-launch.jpg),"Boats leave from Granville Island, Coal Harbour and Snug Cove on Bowen Island.",< 1 hour
,,,,,,,
,,,,,,,
Jericho Arts Centre,5.0,Points of Interest & Landmarks,4,#208 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/09/4c/57/74/jericho-arts-centre.jpg),,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
White N’ Wild Snowmobile Tours,5.0,Ski & Snow Tours,295,#2 of 47 Outdoor Activities in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/11/d0/ad/9a/book-your-epic-snowmobiel.jpg),"White N Wild Snowmobile Tours offers professional quality guided snowmobile tours in the scenic Canadian Rockies from December through April, appropriate for the experienced rider as well as the first timer! Our focus is safety first. Snowmobiles are easy to operate, just gas and brake, no gears to change. Plus heated hand grips! Minimum passenger age -5 years old, minimum driving age -16 years old. All experience levels are welcome, training is provided. All necessary gear is included, and most tours include an amazing mountainside barbecue lunch served at an elevation of 7000 feet! Get ready for an epic adventure with White N Wild Snowmobile Tours and take home memories to last a lifetime. This tour is ranked #1 for all winter holiday activities. This adventure is sure to be the highlight of your vacation! All new snowmobiles, gear and shuttle busses. Take advantage of our free shuttle service from Canmore, Banff and Lake Louise. Call, email or book directly on our website today!",More than 3 hours
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Sturgeon Hunter,5.0,Other Outdoor Activities,107,#2 of 33 Outdoor Activities in Chilliwack,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/18/9d/0f/de/11-foot-long-62-inch.jpg),"Fishing since 1994, our professional sturgeon fishing guides are guaranteed to give you a first class sturgeon fishing experience in Fraser River, BC. Our expert sturgeon fishing guides know the Fraser River - and, most importantly, they know where to find the sturgeon.",More than 3 hours
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Pedego Electric Bikes Oyama,5.0,Equipment Hire,110,#1 of 11 Outdoor Activities in Lake Country,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/17/0a/99/be/getlstd-property-photo.jpg),"Electric bike rentals to ride on the Okanagan Rail Trail, or in any direction from Gatzke's Farm Market in Oyama, British Columbia. Winter Hours - starting October 18, 2021 we are open by Appointment Only for Sales and Service. Our rental season will start up again in March 2022!",1-2 hours
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"Ashcroft Library, Thompson-Nicola Regional Library",4.5,Libraries,2,#4 of 13 things to do in Ashcroft,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/a6/eb/a6/grab-a-seat-after-finding.jpg),"If you are in sunny Ashcroft, come and check out the Ashcroft Library. Free wifi and internet access is available. Printing, copying and fax services are available for a page based fee. A variety of free programming is offered throughout the year. All visitors are welcome!",1-2 hours
McBride Peak,5.0,Mountains,1,#3 of 7 things to do in McBride,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/19/66/41/ff/looking-north-east-towards.jpg),,More than 3 hours
Centennial Park,4.0,Parks,14,#8 of 13 things to do in Ganges,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0a/c9/0d/d5/signage.jpg),"Great little park located in downtown Ganges, utilized for the weekend market.",1-2 hours
Tourism New Westminster Visitor Centre,3.0,Visitor Centres,6,#26 of 38 things to do in New Westminster,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/d0/04/dc/the-anvil-centre-located.jpg),"Located only 30 mins away from Downtown Vancouver alongside the Fraser River, New Westminster is a bustling foodie and shopping destination, and the original capital of British Columbia. At Tourism New Westminster our professional, highly trained staff are here to help you plan your journey throughout the lower mainland and British Columbia. Our visitor Centre is conveniently housed in the Anvil Centre in the heart of Downtown New Westminster, which is also home to a free museum & contemporary public art gallery.",< 1 hour
