restaurant_name,rating,num_reviews,rank_in_city,cost,categories
Fescues Restaurant at Big Sky Golf Club,4.5 of 5 bubbles,46,"#5, of 10 Restaurants in Pemberton",$$ - $$$,"Bar,Pub,Canadian"
Mount Currie Coffee Company,4.5 of 5 bubbles,130,"#1, of 1 Coffee & Tea in Pemberton",$,"Quick Bites,Cafe,Canadian"
Fish & Rice Sushi and Beyond,5.0 of 5 bubbles,24,"#4, of 10 Restaurants in Pemberton",$$ - $$$,"Japanese,Seafood,Sushi"
Bitchin Food,4.5 of 5 bubbles,5,"#2, of 2 Restaurants in Mount Currie",$$ - $$$,"Asian,Korean"
Grimm's Gourmet & Deli,4.5 of 5 bubbles,129,"#3, of 10 Restaurants in Pemberton",$,"American,Cafe,Canadian"
The Pony Restaurant,4.5 of 5 bubbles,371,"#2, of 10 Restaurants in Pemberton",$$ - $$$,"Italian,American,Bar"
North Arm Farm,5.0 of 5 bubbles,19,"#6, of 10 Restaurants in Pemberton",$$ - $$$,"American,Cafe,Vegetarian Friendly"
Mile One Eating House,4.5 of 5 bubbles,491,"#2, of 4 Quick Bites in Pemberton",$$ - $$$,"Quick Bites,American,Bar"
Telkwa Baeckerei Kaffeehaus,4.5 of 5 bubbles,21,"#1, of 1 Dessert in Telkwa",$$ - $$$,"Dessert,Cafe,Canadian"
Blackbird Bakery,4.5 of 5 bubbles,162,"#1, of 10 Restaurants in Pemberton",$$ - $$$,"Quick Bites,Cafe,Vegetarian Friendly"
Kizmit,4.0 of 5 bubbles,29,"#2, of 4 Coffee & Tea in Salt Spring Island",$$ - $$$,"Quick Bites,Cafe,Canadian"
Grind House Coffee Stop,4.5 of 5 bubbles,5,"#3, of 4 Coffee & Tea in Salt Spring Island",,Cafe
Salt Spring Island Mercantile,4.0 of 5 bubbles,26,"#1, of 1 Bakery in Fulford Harbour",$,"Bakeries,Contemporary,Canadian"
Morningside Organic Bakery Cafe & Bookstore,3.5 of 5 bubbles,452,"#1, of 1 Quick Bite in Fulford Harbour",$$ - $$$,"Quick Bites,Cafe,Canadian"
Ocean Park Pizza,3.5 of 5 bubbles,37,"#100, of 143 Restaurants in Langley City",$$ - $$$,"Pizza,Seafood,Canadian"
Starbucks,5.0 of 5 bubbles,3,"#3, of 5 Coffee & Tea in Langley",,Cafe
Mr. A's Patio Restaurant,4.0 of 5 bubbles,68,"#40, of 143 Restaurants in Langley City",$$ - $$$,"American,Canadian,Vegetarian Friendly"
The Vault,4.0 of 5 bubbles,599,"#1, of 12 Restaurants in Cloverdale",$$ - $$$,"American,Canadian,Vegetarian Friendly"
Istanbul Donair,4.5 of 5 bubbles,8,"#72, of 143 Restaurants in Langley City",$,
Traveling Smoke Show,4.5 of 5 bubbles,12,"#17, of 22 Restaurants in Sooke",,"Barbecue,Canadian"
The Lodge Steakhouse,3.5 of 5 bubbles,11,"#22, of 57 Restaurants in Langley",$$ - $$$,"Steakhouse,Seafood,Canadian"
Porter's Bistro Coffee & Tea House,4.5 of 5 bubbles,52,"#1, of 1 Coffee & Tea in Murrayville",$$ - $$$,"Cafe,Canadian,Soups"
Emilio Finatti Sicilian Pizzeria,4.5 of 5 bubbles,80,"#1, of 14 Quick Bites in Langley City",$$ - $$$,"Quick Bites,Italian,Pizza"
Bacchus Bistro,4.5 of 5 bubbles,296,"#2, of 42 Restaurants in Langley Township",$$$$,"European,Canadian,Vegetarian Friendly"
Hirame Sushi,4.5 of 5 bubbles,36,"#11, of 42 Restaurants in Langley Township",$$ - $$$,"Japanese,Sushi,Asian"
West Coast Grill,4.0 of 5 bubbles,589,"#3, of 22 Restaurants in Sooke",$$ - $$$,"Bar,Seafood,Canadian"
Sandbox Cafe,4.0 of 5 bubbles,1,"#2, of 2 Restaurants in Savary Island",,Canadian
Riggers Pub,4.0 of 5 bubbles,9,"#1, of 2 Restaurants in Savary Island",$$ - $$$,"Pub,Canadian"
Little Vienna Bakery Cafe & Marketplace,4.5 of 5 bubbles,248,"#1, of 1 Bakery in Sooke",$$ - $$$,"Bakeries,French,Cafe"
Viva Mexico Restaurant Grill,3.5 of 5 bubbles,199,"#54, of 143 Restaurants in Langley City",$$ - $$$,"Mexican,Latin,Healthy"
Wild Mountain,4.5 of 5 bubbles,229,"#1, of 22 Restaurants in Sooke",$$ - $$$,"Canadian,Vegetarian Friendly,Vegan Options"
Toki's Restaurant,3.0 of 5 bubbles,7,"#131, of 143 Restaurants in Langley City",$$ - $$$,Chinese
Ko's Sushi Japanese Restaurant,4.0 of 5 bubbles,9,"#28, of 42 Restaurants in Langley Township",$$ - $$$,"Japanese,Sushi"
Katy's Restaurant,4.5 of 5 bubbles,9,"#15, of 57 Restaurants in Langley",,"American,Diner,Canadian"
Kostas Greek Restaurant,4.0 of 5 bubbles,59,"#28, of 143 Restaurants in Langley City",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly"
Sea Chest,5.0 of 5 bubbles,5,"#3, of 3 Desserts in Sooke",,"Dessert,Cafe"
Hitori Sushi Japanese Restaurant,5.0 of 5 bubbles,11,"#9, of 57 Restaurants in Langley",$$ - $$$,"Sushi,Asian"
Pho 777 Restaurant,4.5 of 5 bubbles,11,"#13, of 57 Restaurants in Langley",$$ - $$$,"Asian,Vietnamese,Soups"
Nikko Sushi,4.5 of 5 bubbles,21,"#1, of 3 Restaurants in Murrayville",$$ - $$$,"Japanese,Sushi,Asian"
Frosting Cupcakery,4.0 of 5 bubbles,30,"#1, of 5 Desserts in Langley City",$$ - $$$,"Dessert,Canadian,Gluten Free Options"
Tacoholic,4.5 of 5 bubbles,18,"#12, of 57 Restaurants in Langley",$,"Mexican,Latin,Spanish"
Samba Sushi,5.0 of 5 bubbles,10,"#11, of 57 Restaurants in Langley",$$ - $$$,Sushi
Andreas Restaurant,3.5 of 5 bubbles,121,"#33, of 143 Restaurants in Langley City",$$ - $$$,"Italian,Pizza,Canadian"
Me-n-Ed's Pizza Parlor,4.0 of 5 bubbles,70,"#35, of 143 Restaurants in Langley City",$$ - $$$,"Pizza,Canadian,Vegetarian Friendly"
Tobiko Sushi,4.5 of 5 bubbles,31,"#32, of 668 Restaurants in Surrey",$$ - $$$,"Japanese,Sushi,Asian"
Nando's,4.0 of 5 bubbles,43,"#32, of 143 Restaurants in Langley City",$$ - $$$,"European,Portuguese"
Akedo Showten,5.0 of 5 bubbles,11,"#7, of 57 Restaurants in Langley",$,Japanese
Sammy J's Grill & Bar Langley,4.0 of 5 bubbles,92,"#10, of 42 Restaurants in Langley Township",$$ - $$$,"American,Bar,International"
Sehmi Restraurant,4.5 of 5 bubbles,7,"#78, of 143 Restaurants in Langley City",,
The Chef Sushi Restaurant,4.5 of 5 bubbles,3,"#30, of 57 Restaurants in Langley",,"Japanese,Sushi"
Samz Neighbourhood Pub,3.5 of 5 bubbles,34,"#42, of 143 Restaurants in Langley City",$$ - $$$,"Bar,Pub,Canadian"
Apna Indian Kitchen,5.0 of 5 bubbles,4,"#60, of 143 Restaurants in Langley City",,
Papa John's Pizza,4.5 of 5 bubbles,3,"#98, of 143 Restaurants in Langley City",,Pizza
McDonald's,3.5 of 5 bubbles,18,"#4, of 4 Quick Bites in Langley Township",$,"Quick Bites,Fast food"
Leef and Stem Culinary Co.,5.0 of 5 bubbles,3,"#26, of 57 Restaurants in Langley",$$ - $$$,"Fusion,Canadian"
Ramen Bella,5.0 of 5 bubbles,4,"#24, of 57 Restaurants in Langley",$$ - $$$,Japanese
Chop Chop Chinese Take-Out,4.0 of 5 bubbles,15,"#77, of 143 Restaurants in Langley City",$$ - $$$,"Chinese,Asian"
Roadrunner Restaurant,4.0 of 5 bubbles,31,"#27, of 143 Restaurants in Langley City",$$ - $$$,"American,Diner,Canadian"
Kalamaki Greek Grill Restaurant,4.5 of 5 bubbles,22,"#89, of 668 Restaurants in Surrey",$$ - $$$,"Mediterranean,Greek,Healthy"
Vista 18,4.0 of 5 bubbles,561,"#90, of 723 Restaurants in Victoria",$$ - $$$,"Steakhouse,Grill,Canadian"
Kalma Family Restaurant,3.5 of 5 bubbles,26,"#70, of 143 Restaurants in Langley City",$,"American,Diner,Canadian"
McDonald's,3.0 of 5 bubbles,8,"#1, of 1 Quick Bite in Brookswood",$,"Quick Bites,Fast food"
Quiznos,4.0 of 5 bubbles,3,"#101, of 143 Restaurants in Langley City",,
Hitori Japanese Restaurant,5.0 of 5 bubbles,1,"#41, of 57 Restaurants in Langley",$,
Rendezvous Sports Bar & Grill,3.5 of 5 bubbles,24,"#50, of 57 Restaurants in Langley",$$ - $$$,"Bar,Pub,Canadian"
Miraku,4.5 of 5 bubbles,26,"#18, of 42 Restaurants in Langley Township",$$ - $$$,"Japanese,Sushi,Asian"
the Joy of Coffee,3.5 of 5 bubbles,3,"#5, of 5 Coffee & Tea in Langley",,"Bakeries,Canadian"
Damianos Pizza Ltd,4.0 of 5 bubbles,5,"#83, of 143 Restaurants in Langley City",,"Italian,American,Pizza,Greek"
Twins Coffee,4.5 of 5 bubbles,4,"#25, of 57 Restaurants in Langley",$$ - $$$,"American,Canadian"
Subway,4.0 of 5 bubbles,3,"#102, of 143 Restaurants in Langley City",,Deli
McBurney Coffee,4.0 of 5 bubbles,1,"#4, of 5 Coffee & Tea in Langley",,Cafe
Canadian 2 For 1 Pizza,4.5 of 5 bubbles,2,"#109, of 143 Restaurants in Langley City",,
Monte Carlo Pizza,4.0 of 5 bubbles,5,"#94, of 143 Restaurants in Langley City",,
Lemon Bakery,4.5 of 5 bubbles,4,"#73, of 143 Restaurants in Langley City",,Cafe
Mary Brown's,5.0 of 5 bubbles,1,"#1, of 1 Quick Bite in Murrayville",,"Quick Bites,Fast food"
Dragon Garden Chinese Restaurant,3.5 of 5 bubbles,41,"#79, of 143 Restaurants in Langley City",$$ - $$$,"Chinese,Asian,Cantonese"
Hara Sushi,4.5 of 5 bubbles,91,"#8, of 22 Restaurants in Sooke",$$ - $$$,"Japanese,Sushi,Asian"
Sooke Harbour House Dining Room,4.0 of 5 bubbles,460,"#5, of 22 Restaurants in Sooke",$$$$,"Seafood,Canadian,Vegetarian Friendly"
The Katsu Cutlet House,4.0 of 5 bubbles,1,"#44, of 57 Restaurants in Langley",$,"Japanese,Asian,Korean"
Pho Tau Bay,4.0 of 5 bubbles,19,"#68, of 143 Restaurants in Langley City",$,"Asian,Vietnamese,Soups"
Brogan's Diner,3.5 of 5 bubbles,11,"#99, of 143 Restaurants in Langley City",$$ - $$$,Canadian
Egg Bomb,4.0 of 5 bubbles,2,"#37, of 57 Restaurants in Langley",,
Browns Socialhouse,3.5 of 5 bubbles,80,"#34, of 143 Restaurants in Langley City",$$ - $$$,"American,Bar,Contemporary"
Tokyo Hon Sushi,4.5 of 5 bubbles,11,"#25, of 42 Restaurants in Langley Township",,"Sushi,Asian"
Taco Del Mar,2.5 of 5 bubbles,2,"#134, of 143 Restaurants in Langley City",$,Mexican
My Shanti,4.5 of 5 bubbles,475,"#2, of 668 Restaurants in Surrey",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options"
Luxe Chinese Seafood Restaurant,3.5 of 5 bubbles,69,"#10, of 57 Restaurants in Langley",$$ - $$$,"Chinese,Seafood,Asian"
Vij's Inspired Indian Cuisine,5.0 of 5 bubbles,1,"#418, of 668 Restaurants in Surrey",,Indian
Hashtag Donair,4.0 of 5 bubbles,5,"#31, of 57 Restaurants in Langley",$,"Fast food,Middle Eastern"
Mucho Burrito,4.0 of 5 bubbles,26,"#2, of 4 Quick Bites in Langley Township",$$ - $$$,"Quick Bites,Mexican,Southwestern"
Johnnie Organic Bar & Grill,4.0 of 5 bubbles,1,"#116, of 143 Restaurants in Langley City",,Seafood
Jerusalem Grill,4.0 of 5 bubbles,20,"#61, of 143 Restaurants in Langley City",$$ - $$$,"Lebanese,Mediterranean,Middle Eastern"
Chili House Restaurant,4.0 of 5 bubbles,46,"#97, of 668 Restaurants in Surrey",$$ - $$$,"Chinese,Asian,Fusion"
Indian Accent Restaurant,3.0 of 5 bubbles,5,"#127, of 143 Restaurants in Langley City",$,Indian
Enchanted Cake Studio & Tea Salon,4.5 of 5 bubbles,8,"#6, of 33 Coffee & Tea in Surrey",$$ - $$$,Cafe
Chipotle Mexican Grill,4.0 of 5 bubbles,22,"#1, of 3 Quick Bites in Langley",$,"Quick Bites,Mexican,Fast food"
Red Robin Gourmet Burgers,3.5 of 5 bubbles,119,"#49, of 143 Restaurants in Langley City",$$ - $$$,"American,Bar,Canadian"
Asia Restaurant,4.0 of 5 bubbles,3,"#103, of 143 Restaurants in Langley City",,
Earls Kitchen + Bar,3.5 of 5 bubbles,100,"#19, of 42 Restaurants in Langley Township",$$ - $$$,"Bar,Canadian,Vegetarian Friendly"
Pho Tam Langley,3.0 of 5 bubbles,2,"#128, of 143 Restaurants in Langley City",,
Ritz Lunch,5.0 of 5 bubbles,1,"#106, of 143 Restaurants in Langley City",$,"Barbecue,Healthy,Canadian"
Ming and sing Chinese express,3.5 of 5 bubbles,18,"#111, of 143 Restaurants in Langley City",$,"Chinese,Fast food,Asian"
Ricky's Country Restaurant,3.5 of 5 bubbles,22,"#403, of 668 Restaurants in Surrey",$$ - $$$,Canadian
Denny's,3.5 of 5 bubbles,42,"#17, of 57 Restaurants in Langley",$$ - $$$,"American,Diner,Canadian"
Pita Pit,5.0 of 5 bubbles,6,"#63, of 143 Restaurants in Langley City",$,Greek
Legendary Noodle,4.5 of 5 bubbles,7,"#16, of 57 Restaurants in Langley",$,Asian
Kim Chi Palace Restaurant,4.0 of 5 bubbles,7,"#238, of 668 Restaurants in Surrey",,
Coast Country Diner,4.5 of 5 bubbles,71,"#19, of 668 Restaurants in Surrey",$$ - $$$,"American,Cafe,Diner"
Tim Hortons,5.0 of 5 bubbles,2,"#84, of 143 Restaurants in Langley City",,
Townhall Public House Langley,3.5 of 5 bubbles,67,"#22, of 42 Restaurants in Langley Township",$$ - $$$,"Bar,Gastropub"
Subway,2.5 of 5 bubbles,2,"#133, of 143 Restaurants in Langley City",,"Deli,Healthy"
Boston Pizza,3.0 of 5 bubbles,44,"#97, of 143 Restaurants in Langley City",$$ - $$$,"Bar,Pizza,Pub"
Dublin Crossing Pub,4.0 of 5 bubbles,141,"#24, of 668 Restaurants in Surrey",$$ - $$$,"Irish,Bar,Pub"
Serious Coffee Sooke,4.0 of 5 bubbles,36,"#2, of 3 Coffee & Tea in Sooke",$$ - $$$,"Quick Bites,Cafe,Canadian"
Dairy Queen Grill & Chill,5.0 of 5 bubbles,1,"#39, of 57 Restaurants in Langley",,
Cathy's Corner Cafe,4.5 of 5 bubbles,35,"#10, of 22 Restaurants in Sooke",$,"Cafe,Diner,Canadian"
Domino's Pizza,3.5 of 5 bubbles,8,"#404, of 668 Restaurants in Surrey",,Pizza
Taco Del Mar,3.5 of 5 bubbles,3,"#107, of 143 Restaurants in Langley City",,Mexican
Mai Mai's bistro,4.0 of 5 bubbles,116,"#9, of 22 Restaurants in Sooke",$$ - $$$,"Japanese,Sushi,Asian"
Afghan Kitchen,4.5 of 5 bubbles,95,"#7, of 668 Restaurants in Surrey",$$ - $$$,"Afghani,Arabic,Vegetarian Friendly"
McDonald's,2.5 of 5 bubbles,2,"#130, of 143 Restaurants in Langley City",$,"American,Fast food"
OPA! Langley,3.5 of 5 bubbles,7,"#96, of 143 Restaurants in Langley City",$,Greek
Edelweiss Deli Express,5.0 of 5 bubbles,1,"#441, of 668 Restaurants in Surrey",,Deli
OPA! of Greece,3.0 of 5 bubbles,1,"#122, of 143 Restaurants in Langley City",,Greek
Tim Hortons,3.0 of 5 bubbles,30,"#1, of 2 Coffee & Tea in Langley City",$,"Bakeries,American,Cafe"
Ricky's All Day Grill,3.5 of 5 bubbles,32,"#88, of 143 Restaurants in Langley City",$$ - $$$,Canadian
DK Chicken,4.5 of 5 bubbles,2,"#297, of 668 Restaurants in Surrey",,
Manchu Wok,3.0 of 5 bubbles,3,"#122, of 143 Restaurants in Langley City",,Chinese
Wendy's,4.0 of 5 bubbles,4,"#92, of 143 Restaurants in Langley City",,
Baskin Robbins Langley,4.0 of 5 bubbles,5,"#2, of 5 Desserts in Langley City",$,"Dessert,Cafe"
Crepe Delicious,5.0 of 5 bubbles,1,"#42, of 57 Restaurants in Langley",$,
Freshslice Pizza,3.0 of 5 bubbles,1,"#122, of 143 Restaurants in Langley City",$,Pizza
Tap Restaurant,4.5 of 5 bubbles,318,"#4, of 668 Restaurants in Surrey",$$ - $$$,"European,Contemporary,Canadian"
Ricardo's Pizza,3.5 of 5 bubbles,3,"#46, of 57 Restaurants in Langley",$,Pizza
Yugafu Japanese Bistro,5.0 of 5 bubbles,4,"#161, of 668 Restaurants in Surrey",,Japanese
Pizza Inn,4.5 of 5 bubbles,3,"#289, of 668 Restaurants in Surrey",,Pizza
Umami Sushi,4.5 of 5 bubbles,29,"#43, of 668 Restaurants in Surrey",$$ - $$$,"Japanese,Sushi,Asian"
New York New York Greek Restaurant,4.5 of 5 bubbles,341,"#3, of 668 Restaurants in Surrey",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly"
Denji Sushi,4.5 of 5 bubbles,14,"#142, of 668 Restaurants in Surrey",$$ - $$$,"Japanese,Sushi,Asian"
Aka Sushi,4.5 of 5 bubbles,11,"#157, of 668 Restaurants in Surrey",$$ - $$$,"Sushi,Asian"
Kfc,1.0 of 5 bubbles,1,"#135, of 143 Restaurants in Langley City",,American
Newton Pizza Cloverdale,5.0 of 5 bubbles,6,"#151, of 668 Restaurants in Surrey",$,"Italian,Pub"
Ricky's All Day Grill,4.0 of 5 bubbles,17,"#126, of 668 Restaurants in Surrey",$$ - $$$,Canadian
Fatburger Langley,3.0 of 5 bubbles,49,"#13, of 14 Quick Bites in Langley City",$$ - $$$,"Quick Bites,Diner,Canadian"
Damiko,4.5 of 5 bubbles,19,"#24, of 42 Restaurants in Langley Township",$$ - $$$,"Japanese,Sushi,Asian"
Rusty's Neighbourhood Pub,3.5 of 5 bubbles,61,"#5, of 12 Restaurants in Cloverdale",$$ - $$$,"Bar,Pub,Canadian"
Village Sushi,4.5 of 5 bubbles,24,"#88, of 668 Restaurants in Surrey",$$ - $$$,"Japanese,Sushi,Asian"
Moxie's Grill & Bar,4.0 of 5 bubbles,200,"#3, of 42 Restaurants in Langley Township",$$ - $$$,"American,Bar,Canadian"
spice kings bistro,4.0 of 5 bubbles,14,"#511, of 668 Restaurants in Surrey",$,Indian
Rib&Chicken - Langley,3.5 of 5 bubbles,2,"#139, of 143 Restaurants in Langley City",$$ - $$$,"Asian,Korean"
KFC,2.5 of 5 bubbles,2,"#136, of 143 Restaurants in Langley City",,
Zapoteca Mexican Grill & Seafood,4.5 of 5 bubbles,149,"#3, of 78 Restaurants in White Rock",$$ - $$$,"Mexican,Latin,Vegetarian Friendly"
Vera's Burger Shack,3.5 of 5 bubbles,18,"#16, of 26 Quick Bites in Surrey",$,"Quick Bites,Fast food,Canadian"
Uli's Restaurant,4.5 of 5 bubbles,462,"#1, of 78 Restaurants in White Rock",$$ - $$$,"American,Bar,Canadian"
Nikko Sushi Japanese Restaurant,4.5 of 5 bubbles,11,"#199, of 668 Restaurants in Surrey",$$ - $$$,"Sushi,Asian"
Sockeye Sushi,5.0 of 5 bubbles,2,"#292, of 668 Restaurants in Surrey",,Sushi
Domino's Pizza,2.0 of 5 bubbles,2,"#612, of 668 Restaurants in Surrey",,Pizza
The Wooden Spoon,4.5 of 5 bubbles,262,"#2, of 78 Restaurants in White Rock",$$ - $$$,"American,Canadian,Vegetarian Friendly"
Subway,5.0 of 5 bubbles,1,"#37, of 42 Restaurants in Langley Township",,
Tim Hortons,3.5 of 5 bubbles,2,"#459, of 668 Restaurants in Surrey",,
Memphis Blues BBQ House,3.5 of 5 bubbles,30,"#256, of 668 Restaurants in Surrey",$$ - $$$,"American,Southwestern,Bar"
Shannon Donair,4.0 of 5 bubbles,15,"#6, of 12 Restaurants in Cloverdale",$,Middle Eastern
The Chopped Leaf,4.0 of 5 bubbles,28,"#1, of 2 Quick Bites in Cloverdale",$$ - $$$,"Quick Bites,Fast food,Healthy"
Starbucks,4.5 of 5 bubbles,5,"#9, of 33 Coffee & Tea in Surrey",,American
Cloverdale Coffee Company,5.0 of 5 bubbles,7,"#7, of 33 Coffee & Tea in Surrey",$,"Cafe,Soups"
Charcoal and Woodz Restaurant & Bar,4.0 of 5 bubbles,113,"#52, of 668 Restaurants in Surrey",$$ - $$$,"Italian,Bar,Pizza"
Pho Hilton,5.0 of 5 bubbles,5,"#180, of 668 Restaurants in Surrey",,Thai
Ken's Cafe & Restaurant,4.5 of 5 bubbles,12,"#152, of 668 Restaurants in Surrey",$,"Chinese,Asian,Canadian"
Lighthouse Indian Kitchen,4.5 of 5 bubbles,16,"#4, of 12 Restaurants in Cloverdale",$$ - $$$,"Indian,Vegetarian Friendly"
Original Joe's,3.5 of 5 bubbles,66,"#7, of 12 Restaurants in Cloverdale",$$ - $$$,"American,Bar,Canadian"
Streats,4.0 of 5 bubbles,11,"#18, of 57 Restaurants in Langley",$,"Quick Bites,Mexican,Seafood"
Twins Pizza,5.0 of 5 bubbles,1,"#438, of 668 Restaurants in Surrey",,Pizza
Dairy Queen Grill & Chill,3.0 of 5 bubbles,5,"#16, of 19 Desserts in Surrey",,
Jim's Pizza,4.5 of 5 bubbles,44,"#6, of 42 Restaurants in Langley Township",$$ - $$$,"Pizza,Canadian,Vegetarian Friendly"
Mary Brown's,3.0 of 5 bubbles,5,"#515, of 668 Restaurants in Surrey",$,
Tasty Honkin Donair Ltd,3.0 of 5 bubbles,2,"#560, of 668 Restaurants in Surrey",,Contemporary
Isshin Sushi,4.5 of 5 bubbles,3,"#284, of 668 Restaurants in Surrey",,Sushi
MasQueSolo Sushi & Kitchen,4.0 of 5 bubbles,6,"#283, of 668 Restaurants in Surrey",,
McDonald's,2.0 of 5 bubbles,4,"#137, of 143 Restaurants in Langley City",,Fast food
Moby Dick Restaurant,4.0 of 5 bubbles,570,"#5, of 78 Restaurants in White Rock",$$ - $$$,"Seafood,Canadian"
Starbucks,5.0 of 5 bubbles,3,"#11, of 33 Coffee & Tea in Surrey",,Cafe
Thai Delicious Restaurant,4.0 of 5 bubbles,5,"#321, of 668 Restaurants in Surrey",$,"Thai,Healthy"
KFC,3.0 of 5 bubbles,2,"#564, of 668 Restaurants in Surrey",,American
Clubhouse at Fraser Downs Racetrack & Casino,3.5 of 5 bubbles,7,"#11, of 12 Restaurants in Cloverdale",$$ - $$$,
Clydesdale Inn,3.5 of 5 bubbles,13,"#422, of 668 Restaurants in Surrey",$,"Bar,Pub"
Happycakes,3.5 of 5 bubbles,5,"#427, of 668 Restaurants in Surrey",,Cafe
Jumbo Pizza,4.5 of 5 bubbles,2,"#307, of 668 Restaurants in Surrey",,Pizza
Homestretch at Fraser Downs Racetrack & Casino,3.5 of 5 bubbles,8,"#10, of 12 Restaurants in Cloverdale",$$ - $$$,
Chaska Indian Restaurant,5.0 of 5 bubbles,2,"#9, of 12 Restaurants in Cloverdale",,Indian
Dragon Village Restaurant,4.0 of 5 bubbles,10,"#266, of 668 Restaurants in Surrey",$,"Chinese,Cantonese"
Burger King,2.5 of 5 bubbles,11,"#140, of 143 Restaurants in Langley City",$,
72 Pizza,2.5 of 5 bubbles,4,"#55, of 57 Restaurants in Langley",,
Dairy Queen,3.0 of 5 bubbles,1,"#3, of 5 Desserts in Langley City",,"Dessert,Fast food"
Five Guys,4.0 of 5 bubbles,67,"#1, of 26 Quick Bites in Surrey",$,"Quick Bites,American,Fast food"
Subway,3.0 of 5 bubbles,1,"#535, of 668 Restaurants in Surrey",,Fast food
The Derby Bar and Grill,4.5 of 5 bubbles,47,"#31, of 668 Restaurants in Surrey",$$ - $$$,"Bar,Canadian,Vegetarian Friendly"
Tim Hortons,3.5 of 5 bubbles,3,"#514, of 668 Restaurants in Surrey",,Canadian
Golden Medal Restaurant,3.0 of 5 bubbles,14,"#596, of 668 Restaurants in Surrey",$,"Chinese,Asian,Cantonese"
Blacksmith Bakery,4.0 of 5 bubbles,2,"#3, of 4 Bakeries in Langley City",,"Bakeries,Canadian"
Diamond Sweets & Restaurant,4.0 of 5 bubbles,21,"#158, of 668 Restaurants in Surrey",$$ - $$$,"Indian,Vegetarian Friendly"
Cosmos Greek Restaurant,4.0 of 5 bubbles,323,"#4, of 78 Restaurants in White Rock",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly"
Starbucks,2.5 of 5 bubbles,7,"#2, of 2 Coffee & Tea in Langley City",$$ - $$$,"Cafe,Canadian"
Sushi Avenue,4.5 of 5 bubbles,30,"#15, of 42 Restaurants in Langley Township",$$ - $$$,"Japanese,Sushi,Asian"
Sammy J's Grill & Bar South Surrey,4.0 of 5 bubbles,140,"#21, of 668 Restaurants in Surrey",$$ - $$$,"American,Bar,International"
Panago Pizza,3.0 of 5 bubbles,5,"#585, of 668 Restaurants in Surrey",,Pizza
The Italian - Osteria & Cheesebar,4.0 of 5 bubbles,92,"#5, of 57 Restaurants in Langley",$$ - $$$,"Italian,Pizza,Canadian"
S+L Kitchen & Bar,4.0 of 5 bubbles,82,"#26, of 668 Restaurants in Surrey",$$ - $$$,"American,Bar,Canadian"
McJac's Roadhouse Grille,4.0 of 5 bubbles,173,"#15, of 668 Restaurants in Surrey",$$ - $$$,"American,Canadian,Vegetarian Friendly"
Fry's Corner Beestro,5.0 of 5 bubbles,17,"#47, of 668 Restaurants in Surrey",$$ - $$$,"Cafe,Canadian,Vegetarian Friendly"
Pacific Bistro & Convenience Store,5.0 of 5 bubbles,9,"#140, of 668 Restaurants in Surrey",$$ - $$$,Pizza
Laura's Coffee Corner,4.5 of 5 bubbles,90,"#1, of 9 Coffee & Tea in White Rock",$$ - $$$,"Quick Bites,Cafe,Canadian"
EMW,5.0 of 5 bubbles,10,"#46, of 143 Restaurants in Langley City",,"Vietnamese,Canadian"
King Tut's Donair,3.5 of 5 bubbles,5,"#12, of 12 Restaurants in Cloverdale",,
The Bennett Craft & Kitchen,4.0 of 5 bubbles,43,"#87, of 668 Restaurants in Surrey",$$ - $$$,"Bar,Pub,Canadian"
Oak & Thorne,3.5 of 5 bubbles,111,"#45, of 143 Restaurants in Langley City",$$ - $$$,"American,Bar,Canadian"
Wendy's,2.5 of 5 bubbles,7,"#645, of 668 Restaurants in Surrey",$,
Ricky's All Day Grill,3.5 of 5 bubbles,52,"#47, of 143 Restaurants in Langley City",$$ - $$$,"Cafe,Grill,Diner"
Boothroyd Heritage Coffee,3.5 of 5 bubbles,7,"#15, of 33 Coffee & Tea in Surrey",$,"American,Canadian"
McDonald's,2.5 of 5 bubbles,8,"#24, of 26 Quick Bites in Surrey",$,"Quick Bites,American,Fast food"
Fishboat Restaurant,4.5 of 5 bubbles,124,"#8, of 78 Restaurants in White Rock",$$ - $$$,"Seafood,Canadian"
Palmer Room,4.0 of 5 bubbles,38,"#72, of 668 Restaurants in Surrey",$$$$,"American,Canadian"
Kami Sushi,4.5 of 5 bubbles,37,"#49, of 668 Restaurants in Surrey",$$ - $$$,"Japanese,Sushi,Asian"
Akane,5.0 of 5 bubbles,21,"#30, of 143 Restaurants in Langley City",,"Japanese,Sushi,Asian"
Kababji Grill,4.5 of 5 bubbles,34,"#2, of 26 Quick Bites in Surrey",$,"Quick Bites,Lebanese,Mediterranean"
Teriyaki Experience,1.0 of 5 bubbles,2,"#142, of 143 Restaurants in Langley City",,
Marble Slab Creamery,2.0 of 5 bubbles,4,"#2, of 2 Desserts in Langley",,"Dessert,American"
Kin Thai Kitchen & Bar,4.5 of 5 bubbles,30,"#63, of 668 Restaurants in Surrey",$$ - $$$,"Asian,Thai,Vegetarian Friendly"
Milestones,3.5 of 5 bubbles,161,"#35, of 668 Restaurants in Surrey",$$ - $$$,"American,Bar,Grill"
